,index,위경도 missing
498,2832,서울특별시 성북구 종암동 3-442번지 
499,2836,서울특별시 성북구 정릉동 826번지 
500,2842,서울특별시 성북구 동소문동6가 141번지 
501,2843,서울특별시 성북구 정릉동 416번지 
502,2845,서울특별시 성북구 동선동4가 20-1번지 
503,2852,서울특별시 성북구 삼선동5가 407-0번지 
504,2853,서울특별시 성북구 동소문동6가 147-1번지 
505,2861,서울특별시 성북구 종암동 123-24번지 
506,2866,서울특별시 성북구 길음동 468-14번지 
507,2867,서울특별시 성북구 정릉동 13-10번지 
508,2875,서울특별시 성북구 하월곡동 10-58번지 
509,2885,서울특별시 성북구 하월곡동 90-131번지 
510,2888,서울특별시 성북구 삼선동4가 142-0번지 
511,2889,서울특별시 성북구 삼선동4가 214-0번지 
512,2890,서울특별시 성북구 동소문동1가 43-0번지 
513,2891,서울특별시 성북구 동소문동4가 278-159번지 
514,2892,서울특별시 성북구 보문동1가 102-0번지 
515,2893,서울특별시 성북구 길음동 513-1번지 
516,2895,서울특별시 마포구 신공덕동 63-5번지 
517,2898,서울특별시 성북구 하월곡동 88-60번지 
518,2902,서울특별시 성북구 하월곡동 88-118번지 
519,2911,서울특별시 성북구 길음동 547-43번지 
520,2914,서울특별시 성북구 종암동 3-518번지 
521,2917,서울특별시 성북구 길음동 559-7번지 
522,2920,서울특별시 성북구 석관동 211-0번지 
523,2924,서울특별시 성북구 보문동1가 134-1번지 
524,2926,서울특별시 성북구 길음동 589-16번지 
525,2930,서울특별시 성북구 하월곡동 90-704번지 
526,2932,서울특별시 성북구 하월곡동 90-715번지 
527,2936,서울특별시 성북구 종암동 3-493번지 
528,2948,서울특별시 성북구 돈암동 19-91번지 
529,2949,서울특별시 성북구 길음동 531-27번지 
530,2955,서울특별시 성북구 하월곡동 88-365번지 
531,2957,서울특별시 성북구 삼선동5가 407 모텔소풍 
532,2963,서울특별시 성북구 석관동 330-27번지 
533,2971,"서울특별시 성북구 삼선동4가 351-1 ,2 "
534,2975,서울특별시 성북구 길음동 551-173번지 
535,2977,서울특별시 성북구 하월곡동 88-78번지 
536,2989,서울특별시 성북구 돈암동 13-0번지 
537,2990,서울특별시 성북구 하월곡동 88-42번지 
538,2998,서울특별시 성북구 장위동 293-12번지 
539,3001,서울특별시 성북구 정릉동 411-4번지 
540,3003,서울특별시 성북구 종암동 81-16번지 
541,3004,서울특별시 성북구 장위동 289-20번지 
542,3006,서울특별시 성북구 종암동 123-7번지 
543,3009,서울특별시 성북구 안암동5가 134-128번지 
544,3014,서울특별시 성북구 장위동 144-131번지 
545,3022,서울특별시 성북구 길음동 550-22번지 
546,3024,서울특별시 성북구 석관동 332-389 
547,3031,서울특별시 성북구 종암동 3-450번지 
548,3032,서울특별시 성북구 종암동 3-460번지 
549,3041,서울특별시 성북구 석관동 324-36번지 
550,3043,서울특별시 성북구 길음동 554-2번지 
551,3044,서울특별시 성북구 길음동 550-41번지 
552,3048,서울특별시 성북구 종암동 3-447번지 
553,3051,서울특별시 성북구 정릉동 13-10번지 
554,3057,서울특별시 성북구 안암동4가 41-24번지 
555,3058,서울특별시 성북구 길음동 556-25번지 
556,3059,서울특별시 성북구 하월곡동 90-704번지 
557,3060,서울특별시 성북구 하월곡동 29-78번지 
558,3061,서울특별시 성북구 하월곡동 10-77번지 
559,3066,서울특별시 성북구 길음동 939-28번지 
560,3067,서울특별시 성북구 길음동 534-34번지 
561,3068,서울특별시 성북구 길음동 533-20번지 
562,3134,서울특별시 강북구 미아동 638-4번지 
563,3249,서울특별시 강북구 우이동 34-3번지 
564,3265,서울특별시 강북구 수유동 47-58번지 
565,3306,서울특별시 강북구 번동 446-41번지 
566,3308,서울특별시 노원구 상계동 140-113번지 
567,3321,서울특별시 강북구 미아동 산 791-2296번지 
568,3332,서울특별시 강북구 미아동 761-10번지 
569,3345,서울특별시 강북구 수유동 93-3번지 
570,3366,서울특별시 도봉구 창동 552-43번지 
571,3370,서울특별시 도봉구 창동 621-53번지 
572,3376,서울특별시 마포구 염리동 160-55번지 
573,3386,서울특별시 도봉구 방학동 565-28번지 
574,3430,"서울특별시 노원구 상계동 711-9 ,11"
575,3431,"서울특별시 노원구 상계동 702-1, 2"
576,3451,서울특별시 노원구 상계동 107-863번지 
577,3456,서울특별시 노원구 상계동 138-193번지 
578,3468,"서울특별시 은평구 대조동 198-7번지 ,198-16 "
579,3485,"서울특별시 은평구 응암동 599-56번지 ,61 "
580,3486,서울특별시 은평구 녹번동 141-3번지 외1필지(지하1층~지상10층) 
581,3490,서울특별시 은평구 응암동 산 599-61번지 
582,3526,서울특별시 은평구 불광동 274-56번지 
583,3528,서울특별시 은평구 불광동 484-65번지 
584,3530,서울특별시 은평구 응암동 산 334-9번지 
585,3544,서울특별시 은평구 불광동 1-32번지 
586,3552,서울특별시 은평구 응암동 산 109-4번지 
587,3553,서울특별시 은평구 응암동 272-92번지 
588,3554,서울특별시 은평구 갈현동 산 507-1번지 
589,3558,서울특별시 은평구 응암동 443-28번지 
590,3559,서울특별시 은평구 갈현동 산 509-3번지 
591,3560,서울특별시 은평구 응암동 60-12번지 
592,3562,서울특별시 은평구 갈현동 산 411-18번지 
593,3572,서울특별시 은평구 역촌동 산 59-25번지 
594,3573,서울특별시 은평구 대조동 15-36번지 
595,3577,서울특별시 은평구 갈현동 산 399-7번지 
596,3582,서울특별시 은평구 진관동 47-1번지 
597,3583,서울특별시 은평구 진관동 89-11번지 
598,3585,서울특별시 은평구 응암동 60-11번지 
599,3591,서울특별시 은평구 진관동 411-2번지 
600,3593,서울특별시 은평구 갈현동 산 399-1번지 
601,3594,서울특별시 은평구 대조동 15-72번지 
602,3595,서울특별시 은평구 대조동 4-4번지 
603,3596,서울특별시 은평구 진관동 422-3번지 
604,3600,서울특별시 은평구 진관동 413-18번지 
605,3614,서울특별시 은평구 응암동 396-5번지 
606,3619,서울특별시 은평구 녹번동 53-101번지 
607,3623,서울특별시 은평구 진관동 390-1번지 
608,3631,서울특별시 은평구 대조동 9-32번지 
609,3632,"서울특별시 은평구 불광동 486-18번지 ,19 "
610,3643,서울특별시 서대문구 창천동 20-33 20-68 
611,3651,서울특별시 서대문구 미근동 230-0번지 
612,3665,서울특별시 서대문구 창천동 29-26 121 
613,3671,서울특별시 서대문구 창천동 20-86번지 
614,3678,"서울특별시 서대문구 창천동 31-92 8,9,10층"
615,3684,서울특별시 서대문구 남가좌동 258-5번지 
616,3687,서울특별시 서대문구 합동 28-9번지 
617,3690,서울특별시 서대문구 대현동 143-8번지 
618,3693,서울특별시 서대문구 남가좌동 262-67번지 
619,3696,서울특별시 서대문구 남가좌동 273-7번지 
620,3697,서울특별시 서대문구 북아현동 220-11번지 
621,3698,서울특별시 서대문구 홍은동 442-3번지 
622,3704,"서울특별시 서대문구 합동 13-0번지 14-7,18-3 "
623,3709,서울특별시 서대문구 대현동 104-38번지 
624,3712,"서울특별시 서대문구 현저동 103-12번지 ,18 "
625,3719,서울특별시 마포구 공덕동 64-1번지 
626,3725,서울특별시 서대문구 창천동 29-41 42 
627,3739,"서울특별시 서대문구 창천동 29-24 , 118 "
628,3745,서울특별시 서대문구 홍제동 286-12번지 
629,3749,서울특별시 서대문구 북아현동 158-11번지 
630,3752,서울특별시 서대문구 홍제동 156-238번지 
631,3755,서울특별시 서대문구 북아현동 142-10번지 
632,3759,서울특별시 마포구 신공덕동 25-18번지 
633,3764,서울특별시 서대문구 북아현동 237-66번지 
634,3766,서울특별시 서대문구 북아현동 782-0번지 
635,3769,서울특별시 서대문구 창천동 20-14번지 
636,3771,서울특별시 서대문구 남가좌동 255-50번지 
637,3776,서울특별시 서대문구 남가좌동 179-1번지 
638,3778,서울특별시 서대문구 홍제동 82-67번지 
639,3781,서울특별시 서대문구 연희동 220-6번지 
640,3782,서울특별시 서대문구 남가좌동 262-291번지 
641,3783,서울특별시 서대문구 북가좌동 420-31번지 
642,3786,서울특별시 서대문구 홍제동 144-6번지 
643,3789,서울특별시 서대문구 남가좌동 256-19번지 
644,3790,서울특별시 서대문구 남가좌동 76-32번지 
645,3792,서울특별시 서대문구 연희동 711-3번지 
646,3793,서울특별시 서대문구 남가좌동 158-5번지 
647,3803,서울특별시 서대문구 북아현동 138-20번지 
648,3805,서울특별시 서대문구 남가좌동 175-151번지 
649,3806,서울특별시 서대문구 남가좌동 155-301번지 
650,3807,서울특별시 마포구 공덕동 33-1번지 
651,3809,서울특별시 서대문구 충정로2가 30-0번지 
652,3815,서울특별시 서대문구 대현동 138-1번지 
653,3818,서울특별시 서대문구 홍제동 266-223번지 
654,3820,서울특별시 서대문구 충정로3가 79-0번지 
655,3821,서울특별시 서대문구 남가좌동 152-22번지 
656,3823,서울특별시 서대문구 남가좌동 241-18번지 
657,3824,서울특별시 서대문구 남가좌동 155-211번지 
658,3830,서울특별시 서대문구 남가좌동 155-146번지 
659,3831,서울특별시 서대문구 창천동 30-4번지 
660,3833,서울특별시 서대문구 북가좌동 113-78번지 
661,3835,서울특별시 서대문구 홍제동 145-6번지 
662,3839,서울특별시 서대문구 남가좌동 273-17번지 
663,3840,서울특별시 서대문구 남가좌동 262-99번지 
664,3845,서울특별시 서대문구 홍은동 274-9번지 
665,3848,서울특별시 서대문구 남가좌동 155-208번지 
666,3851,서울특별시 서대문구 남가좌동 258-57번지 
667,3853,서울특별시 서대문구 홍제동 157-11번지 
668,3854,서울특별시 서대문구 남가좌동 155-200번지 
669,3860,서울특별시 서대문구 연희동 344-195번지 
670,3863,서울특별시 서대문구 창천동 20-14번지 
671,3868,서울특별시 서대문구 남가좌동 260-61번지 
672,3874,서울특별시 마포구 아현동 404-5번지 
673,3899,서울특별시 마포구 신수동 70-18번지 
674,3900,서울특별시 마포구 신공덕동 25-24번지 
675,3906,서울특별시 마포구 공덕동 125-1번지 
676,3907,서울특별시 마포구 아현동 100-2번지 
677,3908,서울특별시 마포구 공덕동 439-3번지 
678,3912,서울특별시 마포구 신공덕동 63-5번지 
679,3913,"서울특별시 마포구 노고산동 106-15번지 외9필지(106-12,13,14,16,27,28,29,34,78) "
680,3959,서울특별시 마포구 대흥동 16-16번지 
681,3960,서울특별시 마포구 상수동 36-1번지 
682,3965,서울특별시 마포구 노고산동 109-83번지 
683,3966,서울특별시 마포구 신공덕동 27-4번지 
684,3978,서울특별시 마포구 아현동 336-17번지 
685,3981,서울특별시 마포구 아현동 85-262번지 
686,3987,서울특별시 마포구 하중동 82-7번지 
687,3990,서울특별시 마포구 합정동 382-25번지 
688,3993,서울특별시 마포구 합정동 415-1번지 
689,3995,서울특별시 마포구 합정동 384-67번지 
690,3998,서울특별시 마포구 노고산동 107-37번지 
691,4001,서울특별시 마포구 신공덕동 49-0번지 
692,4002,서울특별시 마포구 신정동 140-3번지 
693,4003,서울특별시 마포구 신수동 449-2번지 
694,4005,서울특별시 마포구 합정동 416-47번지 
695,4007,서울특별시 마포구 신공덕동 63-6번지 
696,4010,서울특별시 마포구 공덕동 446-76번지 
697,4013,서울특별시 마포구 공덕동 394-33번지 
698,4018,서울특별시 마포구 염리동 14-106번지 
699,4021,서울특별시 마포구 용강동 115-15번지 
700,4027,서울특별시 마포구 공덕동 446-66번지 
701,4031,서울특별시 마포구 아현동 85-158번지 
702,4032,서울특별시 마포구 염리동 160-2번지 
703,4033,서울특별시 마포구 노고산동 122-2번지 
704,4035,서울특별시 마포구 합정동 382-6번지 
705,4036,서울특별시 마포구 공덕동 38-120번지 
706,4037,서울특별시 마포구 신수동 71-5번지 
707,4038,서울특별시 마포구 아현동 336-5번지 
708,4046,서울특별시 마포구 망원동 373-4번지 
709,4047,서울특별시 마포구 신수동 446-9번지 
710,4052,서울특별시 마포구 아현동 641-21번지 
711,4054,서울특별시 마포구 합정동 381-17번지 
712,4057,서울특별시 마포구 창전동 187-6번지 
713,4058,서울특별시 마포구 대흥동 12-161번지 
714,4067,서울특별시 마포구 대흥동 254-0번지 
715,4068,서울특별시 마포구 노고산동 40-45번지 
716,4072,서울특별시 마포구 공덕동 237-6번지 공덕252번지에서 지번변경 
717,4078,서울특별시 양천구 신정동 1033-12번지 
718,4082,서울특별시 양천구 신정동 89-72번지 
719,4084,서울특별시 양천구 신정동 1035-14번지 
720,4093,서울특별시 양천구 신정동 119-57번지 
721,4105,서울특별시 양천구 신월동 501-18번지 
722,4107,서울특별시 양천구 신정동 1035-22번지 
723,4117,서울특별시 강서구 공항동 53-20번지 .27 
724,4123,서울특별시 양천구 신월동 145-7번지 
725,4134,서울특별시 강서구 외발산동 215 외1필지 
726,4136,서울특별시 강서구 공항동 52-5번지 .8 
727,4153,서울특별시 강서구 내발산동 655-9 .10
728,4179,서울특별시 강서구 화곡동 905-24번지 .30 
729,4181,서울특별시 강서구 화곡동 928-31 .49 
730,4198,서울특별시 강서구 화곡동 1097-1번지 
731,4210,서울특별시 강서구 공항동 609-56번지 
732,4212,"서울특별시 강서구 화곡동 922-15 , 21 "
733,4213,서울특별시 강서구 화곡동 920-11번지 .12 
734,4221,"서울특별시 강서구 화곡동 94번지 ,93-1 "
735,4234,서울특별시 강서구 염창동 259-2번지 외1필지 
736,4235,서울특별시 강서구 화곡동 918-23번지 외 2필지 
737,4244,서울특별시 동작구 본동 149-23번지 
738,4251,"서울특별시 강서구 염창동 260번지 ,260-1 "
739,4261,서울특별시 강서구 방화동 620-215번지 
740,4274,"서울특별시 강서구 화곡동 938-5번지 ,6 "
741,4279,서울특별시 강서구 화곡동 921-6 외5필지 
742,4290,"서울특별시 강서구 화곡동 109-5번지 ,57 "
743,4291,"서울특별시 강서구 화곡동 938-7번지 ,28 "
744,4295,서울특별시 강서구 공항동 42-10번지 
745,4301,서울특별시 강서구 화곡동 936-29번지 .30 
746,4302,서울특별시 강서구 화곡동 904-15번지 
747,4308,서울특별시 강서구 화곡동 924-22번지 외 1필지 레인보우호텔 
748,4315,서울특별시 강서구 방화동 580-132번지 
749,4318,서울특별시 강서구 화곡동 914-4번지 .5 
750,4320,서울특별시 강서구 화곡동 921-6번지 .7 
751,4327,서울특별시 강서구 화곡동 981-4번지 
752,4329,"서울특별시 강서구 화곡동 982-17번지 ,20 "
753,4334,서울특별시 강서구 화곡동 899-9번지 
754,4335,서울특별시 강서구 화곡동 354-59 .144 
755,4349,서울특별시 강서구 화곡동 904-14번지 
756,4356,서울특별시 송파구 장지동 산 186-1번지 
757,4364,서울특별시 강서구 화곡동 340-42번지 .63 
758,4371,서울특별시 강서구 화곡동 903-11번지 .12 
759,4395,서울특별시 구로구 고척동 42-1번지 
760,4401,서울특별시 구로구 신도림동 427-1번지 
761,4415,서울특별시 구로구 오류동 33-39번지 
762,4417,서울특별시 구로구 신도림동 434-4번지 
763,4419,서울특별시 구로구 구로동 798-58번지 
764,4423,서울특별시 구로구 오류동 56-20번지 
765,4439,서울특별시 구로구 개봉동 70-29번지 
766,4443,서울특별시 구로구 오류동 47-24번지 47-25 
767,4448,서울특별시 송파구 장지동 산 300-2번지 
768,4450,서울특별시 구로구 오류동 55-43번지 
769,4456,서울특별시 구로구 가리봉동 25-95번지 
770,4492,서울특별시 구로구 신도림동 430-3번지 
771,4502,서울특별시 영등포구 영등포동1가 116-0번지 
772,4505,서울특별시 구로구 신도림동 431-16번지 
773,4538,서울특별시 구로구 가리봉동 121-39 외 1필지 
774,4558,"서울특별시 구로구 고척동 142-32번지 ,142-33 "
775,4564,서울특별시 구로구 오류동 55-17번지 외2필지 
776,4628,서울특별시 금천구 가산동 140-79번지 
777,4629,서울특별시 금천구 시흥동 265-6번지 
778,4690,서울특별시 금천구 가산동 237-113번지 [모아래8길 16-1] 
779,4721,서울특별시 금천구 시흥동 994-10번지 
780,4739,서울특별시 금천구 시흥동 265-5번지 
781,4740,서울특별시 금천구 가산동 140-79번지 [구로동길 266-8] 
782,4759,서울특별시 동작구 본동 236-0번지 
783,4783,서울특별시 영등포구 영등포동3가 7-26 외 3필지
784,4918,서울특별시 동작구 사당동 135-10번지 
785,4944,"서울특별시 영등포구 대림동 990-7번지 ,8 "
786,4945,서울특별시 영등포구 문래동2가 30번지 
787,4960,서울특별시 영등포구 신길동 329-60번지 
788,4962,서울특별시 영등포구 대림동 934-42번지 
789,4963,서울특별시 영등포구 대림동 997-5번지 
790,4964,서울특별시 영등포구 당산동6가 171-14번지 
791,4965,서울특별시 영등포구 대림동 975-38번지 
792,4970,서울특별시 영등포구 대림동 916-11번지 
793,4973,서울특별시 영등포구 당산동4가 36-6번지 
794,4977,서울특별시 영등포구 영등포동3가 9-30번지 
795,4981,서울특별시 영등포구 영등포동 577-9번지 
796,4987,서울특별시 영등포구 영등포동3가 10-20번지 
797,4990,서울특별시 영등포구 당산동3가 291-0번지 
798,4993,서울특별시 영등포구 도림동 162-80번지 
799,5008,서울특별시 영등포구 신길동 237-4번지 
800,5018,서울특별시 영등포구 영등포동4가 26-1번지 
801,5020,서울특별시 영등포구 영등포동2가 524-0번지 
802,5021,서울특별시 영등포구 신길동 253-60번지 
803,5022,서울특별시 영등포구 영등포동4가 423-63번지 
804,5023,서울특별시 영등포구 신길동 235-8번지 
805,5030,서울특별시 영등포구 영등포동3가 10-19번지 
806,5035,서울특별시 영등포구 영등포동8가 64-3번지 
807,5038,서울특별시 영등포구 당산동 122-2번지 
808,5039,서울특별시 영등포구 도림동 150-88번지 
809,5040,서울특별시 영등포구 영등포동2가 416-2번지 
810,5053,서울특별시 영등포구 영등포동3가 415-0번지 
811,5054,서울특별시 영등포구 영등포동 618-300번지 
812,5055,서울특별시 영등포구 영등포동 435-0번지 
813,5056,서울특별시 영등포구 영등포동 509-0번지 
814,5062,서울특별시 영등포구 영등포동4가 432-11번지 
815,5064,서울특별시 영등포구 신길동 329-62번지 
816,5065,서울특별시 영등포구 영등포동7가 151-23번지 
817,5078,서울특별시 영등포구 당산동1가 185-10번지 
818,5097,서울특별시 영등포구 영등포동7가 23번지 
819,5103,서울특별시 영등포구 영등포동4가 423-39번지 
820,5105,서울특별시 영등포구 신길동 329-93번지 
821,5111,서울특별시 영등포구 신길동 329-66번지 
822,5114,서울특별시 영등포구 영등포동 423-45번지 
823,5115,서울특별시 영등포구 신길동 238-22번지 
824,5117,서울특별시 영등포구 영등포동 423-73번지 
825,5121,서울특별시 영등포구 영등포동7가 25-1번지 
826,5123,서울특별시 영등포구 신길동 329-110번지 
827,5124,서울특별시 영등포구 영등포동2가 524-0번지 
828,5126,서울특별시 영등포구 도림동 162-81번지 
829,5138,서울특별시 영등포구 영등포동2가 212-0번지 
830,5143,서울특별시 영등포구 영등포동4가 28-0번지 
831,5150,서울특별시 영등포구 신길동 232-51번지 
832,5153,서울특별시 영등포구 영등포동3가 423-18번지 
833,5154,서울특별시 영등포구 영등포동 469-15번지 
834,5155,서울특별시 영등포구 영등포동3가 46-1번지 
835,5167,서울특별시 영등포구 영등포동1가 117-2번지 
836,5173,서울특별시 영등포구 신길동 236-19번지 
837,5178,서울특별시 영등포구 영등포동4가 16-0번지 
838,5181,서울특별시 영등포구 신길동 41-7번지 
839,5182,서울특별시 영등포구 신길동 233-12번지 
840,5185,서울특별시 영등포구 영등포동4가 423-29번지 
841,5187,서울특별시 영등포구 대림동 928-1번지 
842,5191,서울특별시 영등포구 영등포동1가 116-1번지 
843,5193,서울특별시 영등포구 영등포동7가 155-14번지 
844,5194,"서울특별시 영등포구 문래동1가 22-4번지 ,5 "
845,5198,서울특별시 동작구 사당동 4134-1111번지 
846,5206,서울특별시 영등포구 당산동4가 10-1번지 
847,5209,서울특별시 동작구 노량진동 28-8 외2필지 
848,5217,서울특별시 동작구 신대방동 342-41번지 
849,5219,서울특별시 동작구 흑석동 102-70번지 외2필지 
850,5225,서울특별시 동작구 상도동 산 111-18번지 
851,5227,서울특별시 동작구 상도동 산 291-0번지 
852,5231,서울특별시 동작구 신대방동 368-10번지 
853,5237,서울특별시 동작구 상도동 183-26번지 외1필지 
854,5241,서울특별시 동작구 노량진동 52-5번지 외1필지 
855,5245,서울특별시 동작구 노량진동 24-22번지 
856,5247,서울특별시 동작구 사당동 1046-11번지 외1필지 
857,5254,서울특별시 동작구 사당동 131-14번지 외1필지 
858,5268,서울특별시 동작구 신대방동 362-3번지 
859,5270,서울특별시 동작구 사당동 149-3번지 
860,5271,서울특별시 동작구 사당동 79-16번지 
861,5274,서울특별시 동작구 본동 153-1번지 
862,5284,서울특별시 동작구 노량진동 142-2 외1필지
863,5287,서울특별시 동작구 상도동 산 119-20번지 
864,5298,서울특별시 동작구 본동 86-0번지 
865,5301,서울특별시 동작구 상도1동 772-1번지 외1필지 
866,5308,서울특별시 동작구 흑석동 131-2번지 
867,5317,서울특별시 동작구 노량진동 230-13번지 외2필지 
868,5318,서울특별시 동작구 상도동 171-9번지 
869,5319,서울특별시 동작구 흑석동 170-34번지 
870,5321,서울특별시 동작구 본동 237-0번지 
871,5323,서울특별시 동작구 흑석동 165-26번지 
872,5330,서울특별시 동작구 사당동 130-1번지 13 
873,5332,서울특별시 동작구 흑석동 33-97번지 
874,5334,서울특별시 동작구 흑석동 168-0번지 
875,5335,서울특별시 동작구 흑석동 159-20번지 
876,5342,서울특별시 관악구 봉천동 899-29번지 
877,5395,서울특별시 관악구 봉천동 636-77번지 
878,5396,서울특별시 관악구 봉천동 102-0번지 
879,5397,서울특별시 관악구 봉천동 102-0번지 
880,5399,서울특별시 관악구 봉천동 859-6번지 
881,5430,서울특별시 관악구 봉천동 851-12번지 
882,5509,서울특별시 관악구 신림동 1639-40번지 
883,5537,서울특별시 관악구 신림동 1425-24번지 
884,5542,서울특별시 관악구 신림동 1421-51번지 
885,5560,서울특별시 관악구 봉천동 37-4번지 
886,5594,서울특별시 관악구 신림동 354-0번지 
887,5597,서울특별시 관악구 신림동 산 104-7번지 
888,5606,서울특별시 관악구 봉천동 89-0번지 
889,5609,서울특별시 관악구 봉천동 158-0번지 
890,5610,서울특별시 관악구 봉천동 102-0번지 
891,5611,서울특별시 관악구 봉천동 40-18번지 
892,5622,서울특별시 관악구 신림동 405-3번지 
893,5632,서울특별시 관악구 신림동 529-21번지 
894,5638,서울특별시 관악구 봉천동 457-117번지 
895,5646,서울특별시 관악구 봉천동 868-14번지 
896,5650,서울특별시 관악구 신림동 1640-56번지 
897,5654,서울특별시 관악구 봉천동 895-17번지 
898,5658,서울특별시 관악구 신림동 산 104-7번지 
899,5663,서울특별시 관악구 신림동 41-29번지 
900,5670,서울특별시 관악구 신림동 1421-6번지 
901,5707,서울특별시 관악구 봉천동 102-0번지 
902,5708,서울특별시 관악구 봉천동 17-1번지 
903,5709,서울특별시 관악구 봉천동 102-0번지 
904,5711,서울특별시 관악구 신림동 354-0번지 
905,5725,서울특별시 관악구 신림동 104-0번지 
906,5733,서울특별시 관악구 봉천동 89-0번지 
907,5734,서울특별시 관악구 봉천동 89-0번지 
908,5752,서울특별시 서초구 서초동 1592-5번지 
909,5761,서울특별시 관악구 봉천동 89-0번지 
910,5762,서울특별시 관악구 봉천동 81-0번지 
911,5764,서울특별시 관악구 봉천동 89-0번지 
912,5765,서울특별시 관악구 봉천동 1-256번지 
913,5767,서울특별시 관악구 봉천동 38-210번지 
914,5768,서울특별시 관악구 신림동 426-6번지 
915,5770,서울특별시 관악구 신림동 1274-0번지 
916,5778,서울특별시 서초구 서초동 1601-13번지 
917,5785,서울특별시 서초구 서초동 1591-2번지 
918,5786,서울특별시 서초구 서초동 1590-9번지 
919,5789,서울특별시 서초구 방배동 1855번지 
920,5791,서울특별시 서초구 서초동 1590-8번지 
921,5796,서울특별시 서초구 서초동 1309-4번지 
922,5833,서울특별시 서초구 방배동 752-18번지 
923,5844,서울특별시 서초구 방배동 755-2번지 
924,5860,서울특별시 서초구 서초동 1338-13번지 
925,5870,서울특별시 서초구 반포동 63-1 외 4필지 4층~14층 
926,5879,서울특별시 서초구 서초동 1308-9번지 
927,5883,"서울특별시 서초구 서초동 1337-18 1, 4~6층 "
928,5914,"서울특별시 강남구 역삼동 824-7번지 세진빌딩 4,5,6층 "
929,5921,서울특별시 강남구 역삼동 718-22번지 지상2층 ~ 8층 
930,5922,서울특별시 강남구 역삼동 718-21번지 지상2 ~ 7층 
931,5931,서울특별시 강남구 역삼동 648-12번지 
932,5941,"서울특별시 강남구 삼성동 143-26번지 지상8,9,10층 "
933,5957,서울특별시 강남구 역삼동 646-3번지 
934,5964,서울특별시 강남구 신사동 18-2번지 
935,5965,서울특별시 강남구 역삼동 720-28번지 
936,5970,서울특별시 강남구 역삼동 720-32번지 
937,5971,서울특별시 강남구 역삼동 720-31번지 
938,5993,"서울특별시 강남구 삼성동 144-6 지상3,4,5층 "
939,6002,서울특별시 강남구 삼성동 142-4번지 
940,6039,서울특별시 강남구 삼성동 146-4번지 
941,6061,"서울특별시 강남구 역삼동 602-2 ,3,4 "
942,6071,서울특별시 송파구 방이동 39-7번지 
943,6073,서울특별시 강남구 역삼동 648-12번지 
944,6080,서울특별시 강남구 도곡동 956-11번지 
945,6083,서울특별시 강남구 역삼동 826-5번지 
946,6089,서울특별시 강남구 청담동 129-5번지 
947,6095,"서울특별시 강남구 신사동 527-2 ,3 "
948,6096,서울특별시 강동구 천호동 327-18번지 
949,6124,"서울특별시 강남구 논현동 152-1 ,2,3,4"
950,6162,"서울특별시 강남구 논현동 242-48번지 1,2,3,4층(446.64) "
951,6179,"서울특별시 강남구 삼성동 143-16번지 지상2,3,4층 "
952,6272,서울특별시 송파구 마천동 299-14번지 
953,6291,서울특별시 송파구 거여동 216-1번지 
954,6292,서울특별시 송파구 거여동 208-17번지 
955,6293,서울특별시 송파구 방이동 48-10번지 
956,6295,서울특별시 송파구 방이동 37-3 외 1필지
957,6301,서울특별시 송파구 방이동 48-11번지 
958,6302,서울특별시 송파구 장지동 산 474-5번지 
959,6310,서울특별시 송파구 방이동 39-4번지 
960,6312,서울특별시 송파구 방이동 48-8번지 
961,6320,서울특별시 송파구 방이동 46-4번지 
962,6324,서울특별시 송파구 장지동 산 207-3번지 
963,6325,서울특별시 송파구 장지동 산 203-18번지 
964,6329,서울특별시 송파구 방이동 48-8번지 
965,6330,서울특별시 송파구 거여동 589-1번지 
966,6331,서울특별시 송파구 방이동 48-10번지 
967,6339,서울특별시 송파구 장지동 산 183-0번지 
968,6345,서울특별시 송파구 거여동 219-4번지 
969,6346,서울특별시 송파구 거여동 181번지 
970,6347,서울특별시 송파구 장지동 산 133-0번지 
971,6353,서울특별시 송파구 삼전동 38-15번지 
972,6354,서울특별시 송파구 방이동 42-14번지 
973,6359,서울특별시 송파구 방이동 39-7번지 
974,6363,서울특별시 송파구 방이동 48-11번지 
975,6368,서울특별시 송파구 방이동 39-7번지 
976,6372,서울특별시 송파구 방이동 47-6번지 
977,6375,서울특별시 송파구 장지동 산 314-17번지 
978,6377,서울특별시 송파구 장지동 산 98-5번지 
979,6378,서울특별시 송파구 장지동 산 176-8번지 
980,6380,서울특별시 송파구 방이동 48-11번지 
981,6381,서울특별시 송파구 장지동 산 94-15번지 
982,6382,서울특별시 송파구 가락동 0000번지 
983,6387,서울특별시 송파구 장지동 산 166-0번지 
984,6389,서울특별시 송파구 방이동 48-10번지 
985,6393,"서울특별시 송파구 거여동 216-5번지 지상2,3층 "
986,6396,서울특별시 송파구 거여동 181-406번지 
987,6397,서울특별시 송파구 오금동 190-6번지 
988,6398,서울특별시 송파구 장지동 산 308-40번지 
989,6401,서울특별시 송파구 방이동 47-6번지 
990,6427,서울특별시 강동구 천호동 454-30 외1필지 
991,6466,서울특별시 강동구 천호동 430-4번지 
992,6475,서울특별시 강동구 길동 415-15번지 
993,6478,서울특별시 강동구 천호동 425-14번지 
994,6479,서울특별시 강동구 천호동 425-32번지 
995,6492,서울특별시 강동구 천호동 430-18번지 
996,6495,서울특별시 강동구 강일동 364-4번지 
