,index,위경도 missing
513,2435,서울특별시 동대문구 장안동 366-2번지 4층 
514,2436,서울특별시 동대문구 용두동 9-11번지 
515,2437,서울특별시 동대문구 제기동 466번지 
516,2440,서울특별시 동대문구 용두동 9-2번지 
517,2445,서울특별시 송파구 장지동 산 207-3번지 
518,2447,서울특별시 동대문구 장안동 364-4번지 
519,2448,서울특별시 동대문구 용두동 207-5번지 
520,2450,서울특별시 동대문구 장안동 366-7 
521,2453,서울특별시 동대문구 전농동 620-23 2층 
522,2457,서울특별시 동대문구 용두동 687-24번지 
523,2459,서울특별시 동대문구 장안동 365-9번지 1층 
524,2462,서울특별시 동대문구 장안동 465-4 
525,2463,서울특별시 동대문구 장안동 465-5 
526,2479,서울특별시 동대문구 전농동 433-7번지 (적전2길3) 
527,2481,"서울특별시 동대문구 장안동 364-3번지 지상1,2,3,4,5,6층 "
528,2483,서울특별시 동대문구 답십리동 522번지 (적전1길7) 
529,2494,서울특별시 동대문구 이문동 262-38번지 
530,2496,서울특별시 동대문구 장안동 342-5 
531,2498,서울특별시 동대문구 용두동 687-5번지 
532,2500,서울특별시 동대문구 용두동 689-34번지 
533,2505,서울특별시 동대문구 용두동 90-3번지 1통7반 
534,2507,서울특별시 동대문구 답십리동 493-3 
535,2508,서울특별시 동대문구 답십리동 477-48번지 (사가정길36-2) 
536,2509,서울특별시 동대문구 신설동 25-41번지 
537,2511,서울특별시 동대문구 장안동 111-5번지 
538,2513,서울특별시 동대문구 이문동 258-42번지 
539,2514,"서울특별시 동대문구 전농동 620-103번지 2,3,4층 "
540,2517,서울특별시 동대문구 용두동 75-14번지 
541,2518,서울특별시 동대문구 답십리동 498-50번지 
542,2519,서울특별시 동대문구 전농동 429-2번지 (적전1길15-5) 
543,2520,서울특별시 동대문구 전농동 45-36번지 (전동새싹길35-4) 
544,2522,서울특별시 동대문구 전농동 620-54번지 (청량리역길13) 
545,2523,서울특별시 동대문구 전농동 620-43번지 
546,2526,서울특별시 동대문구 장안동 456-20 
547,2527,서울특별시 동대문구 장안동 456-4 
548,2530,서울특별시 동대문구 제기동 892-74번지 20통4반 (약령서1길48) 
549,2539,서울특별시 동대문구 장안동 345-12번지 
550,2541,서울특별시 동대문구 답십리동 952-8번지 
551,2547,서울특별시 동대문구 이문동 346-43번지 
552,2550,서울특별시 동대문구 장안동 345-9 
553,2551,서울특별시 동대문구 전농동 620-4번지 
554,2552,서울특별시 동대문구 용두동 765-14번지 
555,2554,"서울특별시 동대문구 전농동 124-66번지 ,68    (전농로213) "
556,2562,서울특별시 동대문구 전농동 620-122번지 
557,2563,서울특별시 동대문구 용두동 9-7번지 3~4층 
558,2565,서울특별시 동대문구 용두동 65-15번지 (용두일길36) 
559,2641,서울특별시 중랑구 상봉동 89-27 
560,2644,서울특별시 중랑구 상봉동 80-4번지 
561,2653,서울특별시 중랑구 상봉동 474-11번지 
562,2654,서울특별시 중랑구 중화동 산 304-29번지 
563,2656,서울특별시 중랑구 중화동 412-27번지 
564,2663,서울특별시 중랑구 상봉동 128-32 
565,2672,서울특별시 중랑구 면목동 186-89 
566,2675,서울특별시 중랑구 상봉동 127-15번지 
567,2678,"서울특별시 중랑구 망우동 506-12 ,21,22 "
568,2683,서울특별시 성북구 하월곡동 88-638번지 
569,2706,서울특별시 중랑구 상봉동 89-38번지 
570,2710,서울특별시 중랑구 면목동 616-32번지 
571,2716,서울특별시 중랑구 망우동 358-1번지 
572,2720,서울특별시 중랑구 중화동 311-58번지 
573,2722,서울특별시 중랑구 묵동 164-21번지 
574,2725,서울특별시 중랑구 면목동 616-37번지 
575,2726,서울특별시 중랑구 중화동 429-8번지 
576,2727,서울특별시 중랑구 중화동 412-39번지 
577,2728,서울특별시 중랑구 망우동 203-166번지 
578,2736,서울특별시 중랑구 면목동 1031-200번지 
579,2737,서울특별시 중랑구 중화동 412-34번지 
580,2740,서울특별시 중랑구 면목동 617-10번지 
581,2743,서울특별시 중랑구 상봉동 102-61번지 
582,2746,서울특별시 중랑구 상봉동 90-3번지 
583,2747,서울특별시 중랑구 상봉동 113-10번지 
584,2748,서울특별시 중랑구 상봉동 102-38번지 
585,2751,서울특별시 중랑구 상봉동 126-16번지 
586,2752,서울특별시 중랑구 묵동 170-35번지 
587,2753,서울특별시 중랑구 중화동 165-2번지 
588,2758,서울특별시 중랑구 면목동 717-12번지 
589,2760,서울특별시 중랑구 상봉동 434-0번지 
590,2762,서울특별시 중랑구 상봉동 89-2번지 
591,2786,서울특별시 성북구 하월곡동 29-68
592,2793,서울특별시 성북구 길음동 543-55번지 
593,2806,서울특별시 성북구 종암동 3-1297
594,2810,서울특별시 성북구 길음동 543-62번지 
595,2818,서울특별시 성북구 석관동 330-20번지 
596,2822,서울특별시 성북구 석관동 58-324번지 
597,2830,서울특별시 성북구 장위동 63-33번지 
598,2831,서울특별시 성북구 정릉동 148-12번지 
599,2832,서울특별시 성북구 종암동 3-442번지 
600,2836,서울특별시 성북구 정릉동 826번지 
601,2840,서울특별시 성북구 길음동 541-100번지 
602,2842,서울특별시 성북구 동소문동6가 141번지 
603,2843,서울특별시 성북구 정릉동 416번지 
604,2845,서울특별시 성북구 동선동4가 20-1번지 
605,2852,서울특별시 성북구 삼선동5가 407-0번지 
606,2853,서울특별시 성북구 동소문동6가 147-1번지 
607,2857,서울특별시 성북구 동선동4가 213-2번지 
608,2858,서울특별시 성북구 길음동 541-33번지 
609,2861,서울특별시 성북구 종암동 123-24번지 
610,2864,서울특별시 성북구 장위동 61-11번지 
611,2866,서울특별시 성북구 길음동 468-14번지 
612,2867,서울특별시 성북구 정릉동 13-10번지 
613,2875,서울특별시 성북구 하월곡동 10-58번지 
614,2879,서울특별시 중랑구 상봉동 104-38
615,2885,서울특별시 성북구 하월곡동 90-131번지 
616,2888,서울특별시 성북구 삼선동4가 142-0번지 
617,2889,서울특별시 성북구 삼선동4가 214-0번지 
618,2890,서울특별시 성북구 동소문동1가 43-0번지 
619,2891,서울특별시 성북구 동소문동4가 278-159번지 
620,2892,서울특별시 성북구 보문동1가 102-0번지 
621,2893,서울특별시 성북구 길음동 513-1번지 
622,2895,서울특별시 마포구 신공덕동 63-5번지 
623,2898,서울특별시 성북구 하월곡동 88-60번지 
624,2901,서울특별시 성북구 삼선동1가 5-0번지 
625,2902,서울특별시 성북구 하월곡동 88-118번지 
626,2911,서울특별시 성북구 길음동 547-43번지 
627,2914,서울특별시 성북구 종암동 3-518번지 
628,2917,서울특별시 성북구 길음동 559-7번지 
629,2919,서울특별시 성북구 장위동 69-32번지 
630,2920,서울특별시 성북구 석관동 211-0번지 
631,2924,서울특별시 성북구 보문동1가 134-1번지 
632,2926,서울특별시 성북구 길음동 589-16번지 
633,2930,서울특별시 성북구 하월곡동 90-704번지 
634,2931,서울특별시 성북구 장위동 143-38번지 
635,2932,서울특별시 성북구 하월곡동 90-715번지 
636,2933,서울특별시 성북구 장위동 270-362 
637,2934,서울특별시 성북구 안암동5가 75-2번지 
638,2936,서울특별시 성북구 종암동 3-493번지 
639,2948,서울특별시 성북구 돈암동 19-91번지 
640,2949,서울특별시 성북구 길음동 531-27번지 
641,2955,서울특별시 성북구 하월곡동 88-365번지 
642,2956,서울특별시 성북구 장위동 63-36번지 
643,2962,서울특별시 성북구 하월곡동 90-1146번지 
644,2963,서울특별시 성북구 석관동 330-27번지 
645,2965,서울특별시 성북구 장위동 98-1번지 
646,2969,서울특별시 성북구 길음동 541-40번지 
647,2971,"서울특별시 성북구 삼선동4가 351-1 ,2 "
648,2972,서울특별시 성북구 장위동 238-90번지 
649,2975,서울특별시 성북구 길음동 551-173번지 
650,2977,서울특별시 성북구 하월곡동 88-78번지 
651,2985,서울특별시 성북구 보문동1가 115-24번지 
652,2989,서울특별시 성북구 돈암동 13-0번지 
653,2990,서울특별시 성북구 하월곡동 88-42번지 
654,2995,서울특별시 성북구 장위동 61-19번지 
655,2998,서울특별시 성북구 장위동 293-12번지 
656,3001,서울특별시 성북구 정릉동 411-4번지 
657,3003,서울특별시 성북구 종암동 81-16번지 
658,3004,서울특별시 성북구 장위동 289-20번지 
659,3006,서울특별시 성북구 종암동 123-7번지 
660,3009,서울특별시 성북구 안암동5가 134-128번지 
661,3014,서울특별시 성북구 장위동 144-131번지 
662,3022,서울특별시 성북구 길음동 550-22번지 
663,3024,서울특별시 성북구 석관동 332-389 
664,3031,서울특별시 성북구 종암동 3-450번지 
665,3032,서울특별시 성북구 종암동 3-460번지 
666,3037,서울특별시 성북구 안암동5가 75-1번지 
667,3041,서울특별시 성북구 석관동 324-36번지 
668,3042,서울특별시 성북구 길음동 543-26번지 
669,3043,서울특별시 성북구 길음동 554-2번지 
670,3044,서울특별시 성북구 길음동 550-41번지 
671,3046,서울특별시 성북구 종암동 3-595번지 
672,3048,서울특별시 성북구 종암동 3-447번지 
673,3051,서울특별시 성북구 정릉동 13-10번지 
674,3057,서울특별시 성북구 안암동4가 41-24번지 
675,3058,서울특별시 성북구 길음동 556-25번지 
676,3059,서울특별시 성북구 하월곡동 90-704번지 
677,3060,서울특별시 성북구 하월곡동 29-78번지 
678,3061,서울특별시 성북구 하월곡동 10-77번지 
679,3066,서울특별시 성북구 길음동 939-28번지 
680,3067,서울특별시 성북구 길음동 534-34번지 
681,3068,서울특별시 성북구 길음동 533-20번지 
682,3134,서울특별시 강북구 미아동 638-4번지 
683,3161,서울특별시 강북구 우이동 154-37번지 
684,3168,서울특별시 강북구 미아동 305-5번지 
685,3179,서울특별시 강북구 수유동 90-4 
686,3236,서울특별시 강북구 미아동 703-58번지 
687,3249,서울특별시 강북구 우이동 34-3번지 
688,3252,서울특별시 강북구 번동 449-20 
689,3255,서울특별시 강북구 수유동 229-51 
690,3256,서울특별시 강북구 번동 449-3 
691,3261,서울특별시 강북구 번동 446-59번지 
692,3264,서울특별시 강북구 번동 449-15번지 
693,3265,서울특별시 강북구 수유동 47-58번지 
694,3277,서울특별시 강북구 수유동 87-1 
695,3278,서울특별시 강북구 번동 446-62번지 
696,3283,서울특별시 강북구 수유동 174-32 
697,3287,서울특별시 강북구 미아동 773-14번지 
698,3306,서울특별시 강북구 번동 446-41번지 
699,3308,서울특별시 노원구 상계동 140-113번지 
700,3313,서울특별시 강북구 미아동 217-12 
701,3321,서울특별시 강북구 미아동 산 791-2296번지 
702,3331,서울특별시 강북구 수유동 48-81 
703,3332,서울특별시 강북구 미아동 761-10번지 
704,3336,서울특별시 강북구 수유동 230-9번지 
705,3341,서울특별시 강북구 미아동 160-25 
706,3345,서울특별시 강북구 수유동 93-3번지 
707,3346,서울특별시 강북구 수유동 168-7번지 
708,3347,서울특별시 강북구 미아동 791-649번지 
709,3351,서울특별시 강북구 수유동 45-52 
710,3352,서울특별시 강북구 수유동 269-35번지 
711,3356,서울특별시 강북구 번동 446-70 
712,3357,서울특별시 강북구 수유동 50-67 
713,3360,서울특별시 도봉구 도봉동 95-35 
714,3362,서울특별시 도봉구 쌍문동 103-69번지 
715,3365,서울특별시 도봉구 도봉동 559-28 
716,3366,서울특별시 도봉구 창동 552-43번지 
717,3370,서울특별시 도봉구 창동 621-53번지 
718,3376,서울특별시 마포구 염리동 160-55번지 
719,3377,서울특별시 도봉구 쌍문동 103-81번지 
720,3380,서울특별시 도봉구 쌍문동 716-25번지 
721,3386,서울특별시 도봉구 방학동 565-28번지 
722,3389,서울특별시 도봉구 쌍문동 23-2번지 
723,3393,서울특별시 도봉구 쌍문동 23-2 1층 
724,3418,서울특별시 도봉구 창동 731-22
725,3420,서울특별시 노원구 월계동 290-1번지 
726,3422,서울특별시 종로구 낙원동 285
727,3446,서울특별시 노원구 상계동 83-10번지 
728,3448,서울특별시 노원구 상계동 95-1번지 
729,3449,서울특별시 노원구 상계동 83-16번지 
730,3451,서울특별시 노원구 상계동 107-863번지 
731,3452,서울특별시 노원구 상계동 95-64 
732,3453,서울특별시 노원구 월계동 379-16번지 
733,3456,서울특별시 노원구 상계동 138-193번지 
734,3461,서울특별시 노원구 상계동 155-68번지 
735,3462,서울특별시 노원구 상계동 169-29 
736,3467,서울특별시 은평구 응암동 124-46 
737,3490,서울특별시 은평구 응암동 산 599-61번지 
738,3510,서울특별시 은평구 응암동 602-45번지 
739,3511,서울특별시 은평구 응암동 98-26번지 
740,3530,서울특별시 은평구 응암동 산 334-9번지 
741,3544,서울특별시 은평구 불광동 1-32번지 
742,3552,서울특별시 은평구 응암동 산 109-4번지 
743,3553,서울특별시 은평구 응암동 272-92번지 
744,3554,서울특별시 은평구 갈현동 산 507-1번지 
745,3558,서울특별시 은평구 응암동 443-28번지 
746,3559,서울특별시 은평구 갈현동 산 509-3번지 
747,3560,서울특별시 은평구 응암동 60-12번지 
748,3562,서울특별시 은평구 갈현동 산 411-18번지 
749,3569,"서울특별시 은평구 대조동 26-14번지 (2,3층) "
750,3572,서울특별시 은평구 역촌동 산 59-25번지 
751,3573,서울특별시 은평구 대조동 15-36번지 
752,3577,서울특별시 은평구 갈현동 산 399-7번지 
753,3582,서울특별시 은평구 진관동 47-1번지 
754,3583,서울특별시 은평구 진관동 89-11번지 
755,3585,서울특별시 은평구 응암동 60-11번지 
756,3591,서울특별시 은평구 진관동 411-2번지 
757,3593,서울특별시 은평구 갈현동 산 399-1번지 
758,3594,서울특별시 은평구 대조동 15-72번지 
759,3595,서울특별시 은평구 대조동 4-4번지 
760,3596,서울특별시 은평구 진관동 422-3번지 
761,3600,서울특별시 은평구 진관동 413-18번지 
762,3606,서울특별시 은평구 대조동 186-52 
763,3611,서울특별시 은평구 대조동 185-18번지 
764,3614,서울특별시 은평구 응암동 396-5번지 
765,3615,서울특별시 은평구 대조동 9-14번지 
766,3616,서울특별시 은평구 응암동 3-23번지 
767,3618,서울특별시 은평구 응암동 1-3번지 
768,3619,서울특별시 은평구 녹번동 53-101번지 
769,3623,서울특별시 은평구 진관동 390-1번지 
770,3628,서울특별시 은평구 갈현동 393-7 
771,3631,서울특별시 은평구 대조동 9-32번지 
772,3637,서울특별시 서대문구 대현동 104-48번지 은하빌딩 
773,3651,서울특별시 서대문구 미근동 230-0번지 
774,3671,서울특별시 서대문구 창천동 20-86번지 
775,3678,"서울특별시 서대문구 창천동 31-92 8,9,10층"
776,3684,서울특별시 서대문구 남가좌동 258-5번지 
777,3687,서울특별시 서대문구 합동 28-9번지 
778,3690,서울특별시 서대문구 대현동 143-8번지 
779,3693,서울특별시 서대문구 남가좌동 262-67번지 
780,3696,서울특별시 서대문구 남가좌동 273-7번지 
781,3697,서울특별시 서대문구 북아현동 220-11번지 
782,3698,서울특별시 서대문구 홍은동 442-3번지 
783,3704,"서울특별시 서대문구 합동 13-0번지 14-7,18-3 "
784,3709,서울특별시 서대문구 대현동 104-38번지 
785,3712,"서울특별시 서대문구 현저동 103-12번지 ,18 "
786,3719,서울특별시 마포구 공덕동 64-1번지 
787,3728,"서울특별시 서대문구 연희동 188-88번지 2층,3층 "
788,3745,서울특별시 서대문구 홍제동 286-12번지 
789,3749,서울특별시 서대문구 북아현동 158-11번지 
790,3752,서울특별시 서대문구 홍제동 156-238번지 
791,3755,서울특별시 서대문구 북아현동 142-10번지 
792,3759,서울특별시 마포구 신공덕동 25-18번지 
793,3764,서울특별시 서대문구 북아현동 237-66번지 
794,3765,서울특별시 서대문구 대현동 90-26번지 
795,3766,서울특별시 서대문구 북아현동 782-0번지 
796,3769,서울특별시 서대문구 창천동 20-14번지 
797,3771,서울특별시 서대문구 남가좌동 255-50번지 
798,3776,서울특별시 서대문구 남가좌동 179-1번지 
799,3778,서울특별시 서대문구 홍제동 82-67번지 
800,3781,서울특별시 서대문구 연희동 220-6번지 
801,3782,서울특별시 서대문구 남가좌동 262-291번지 
802,3783,서울특별시 서대문구 북가좌동 420-31번지 
803,3785,서울특별시 서대문구 대현동 90-16번지 
804,3786,서울특별시 서대문구 홍제동 144-6번지 
805,3789,서울특별시 서대문구 남가좌동 256-19번지 
806,3790,서울특별시 서대문구 남가좌동 76-32번지 
807,3792,서울특별시 서대문구 연희동 711-3번지 
808,3793,서울특별시 서대문구 남가좌동 158-5번지 
809,3797,서울특별시 서대문구 남가좌동 269-1번지 
810,3803,서울특별시 서대문구 북아현동 138-20번지 
811,3804,서울특별시 서대문구 남가좌동 295-1 
812,3805,서울특별시 서대문구 남가좌동 175-151번지 
813,3806,서울특별시 서대문구 남가좌동 155-301번지 
814,3807,서울특별시 마포구 공덕동 33-1번지 
815,3809,서울특별시 서대문구 충정로2가 30-0번지 
816,3814,서울특별시 서대문구 남가좌동 289-45 
817,3815,서울특별시 서대문구 대현동 138-1번지 
818,3816,서울특별시 서대문구 창천동 29-56번지 
819,3818,서울특별시 서대문구 홍제동 266-223번지 
820,3820,서울특별시 서대문구 충정로3가 79-0번지 
821,3821,서울특별시 서대문구 남가좌동 152-22번지 
822,3823,서울특별시 서대문구 남가좌동 241-18번지 
823,3824,서울특별시 서대문구 남가좌동 155-211번지 
824,3830,서울특별시 서대문구 남가좌동 155-146번지 
825,3831,서울특별시 서대문구 창천동 30-4번지 
826,3833,서울특별시 서대문구 북가좌동 113-78번지 
827,3834,"서울특별시 서대문구 홍제동 57-2번지 ,5 "
828,3835,서울특별시 서대문구 홍제동 145-6번지 
829,3839,서울특별시 서대문구 남가좌동 273-17번지 
830,3840,서울특별시 서대문구 남가좌동 262-99번지 
831,3845,서울특별시 서대문구 홍은동 274-9번지 
832,3848,서울특별시 서대문구 남가좌동 155-208번지 
833,3851,서울특별시 서대문구 남가좌동 258-57번지 
834,3853,서울특별시 서대문구 홍제동 157-11번지 
835,3854,서울특별시 서대문구 남가좌동 155-200번지 
836,3856,서울특별시 서대문구 창천동 29-72번지 
837,3860,서울특별시 서대문구 연희동 344-195번지 
838,3863,서울특별시 서대문구 창천동 20-14번지 
839,3866,서울특별시 서대문구 홍은동 103-20번지 
840,3867,서울특별시 서대문구 창천동 29-5번지 
841,3868,서울특별시 서대문구 남가좌동 260-61번지 
842,3874,서울특별시 마포구 아현동 404-5번지 
843,3881,서울특별시 마포구 서교동 354-2 
844,3899,서울특별시 마포구 신수동 70-18번지 
845,3900,서울특별시 마포구 신공덕동 25-24번지 
846,3906,서울특별시 마포구 공덕동 125-1번지 
847,3907,서울특별시 마포구 아현동 100-2번지 
848,3908,서울특별시 마포구 공덕동 439-3번지 
849,3912,서울특별시 마포구 신공덕동 63-5번지 
850,3951,서울특별시 마포구 도화동 201-56
851,3959,서울특별시 마포구 대흥동 16-16번지 
852,3960,서울특별시 마포구 상수동 36-1번지 
853,3965,서울특별시 마포구 노고산동 109-83번지 
854,3966,서울특별시 마포구 신공덕동 27-4번지 
855,3968,서울특별시 마포구 신공덕동 27-16번지 
856,3978,서울특별시 마포구 아현동 336-17번지 
857,3980,서울특별시 마포구 아현동 352-7번지 
858,3981,서울특별시 마포구 아현동 85-262번지 
859,3987,서울특별시 마포구 하중동 82-7번지 
860,3990,서울특별시 마포구 합정동 382-25번지 
861,3993,서울특별시 마포구 합정동 415-1번지 
862,3995,서울특별시 마포구 합정동 384-67번지 
863,3998,서울특별시 마포구 노고산동 107-37번지 
864,4001,서울특별시 마포구 신공덕동 49-0번지 
865,4002,서울특별시 마포구 신정동 140-3번지 
866,4003,서울특별시 마포구 신수동 449-2번지 
867,4005,서울특별시 마포구 합정동 416-47번지 
868,4007,서울특별시 마포구 신공덕동 63-6번지 
869,4010,서울특별시 마포구 공덕동 446-76번지 
870,4013,서울특별시 마포구 공덕동 394-33번지 
871,4015,서울특별시 마포구 성산동 232-1 
872,4018,서울특별시 마포구 염리동 14-106번지 
873,4021,서울특별시 마포구 용강동 115-15번지 
874,4025,서울특별시 마포구 합정동 379-4번지 
875,4027,서울특별시 마포구 공덕동 446-66번지 
876,4031,서울특별시 마포구 아현동 85-158번지 
877,4032,서울특별시 마포구 염리동 160-2번지 
878,4033,서울특별시 마포구 노고산동 122-2번지 
879,4035,서울특별시 마포구 합정동 382-6번지 
880,4036,서울특별시 마포구 공덕동 38-120번지 
881,4037,서울특별시 마포구 신수동 71-5번지 
882,4038,서울특별시 마포구 아현동 336-5번지 
883,4045,서울특별시 마포구 공덕동 105-215 
884,4046,서울특별시 마포구 망원동 373-4번지 
885,4047,서울특별시 마포구 신수동 446-9번지 
886,4052,서울특별시 마포구 아현동 641-21번지 
887,4054,서울특별시 마포구 합정동 381-17번지 
888,4056,서울특별시 마포구 노고산동 107-60 
889,4057,서울특별시 마포구 창전동 187-6번지 
890,4058,서울특별시 마포구 대흥동 12-161번지 
891,4067,서울특별시 마포구 대흥동 254-0번지 
892,4068,서울특별시 마포구 노고산동 40-45번지 
893,4072,서울특별시 마포구 공덕동 237-6번지 공덕252번지에서 지번변경 
894,4077,서울특별시 양천구 신월동 602-6 
895,4078,서울특별시 양천구 신정동 1033-12번지 
896,4082,서울특별시 양천구 신정동 89-72번지 
897,4083,서울특별시 양천구 신월동 444-18번지 
898,4084,서울특별시 양천구 신정동 1035-14번지 
899,4090,서울특별시 양천구 신월동 96-2 프라하모텔 
900,4093,서울특별시 양천구 신정동 119-57번지 
901,4105,서울특별시 양천구 신월동 501-18번지 
902,4107,서울특별시 양천구 신정동 1035-22번지 
903,4111,서울특별시 양천구 목동 404-115 1~4층 
904,4112,서울특별시 양천구 신월동 85-1 
905,4114,서울특별시 양천구 신월동 509-2 지상 2~3층 
906,4116,서울특별시 양천구 신정동 898-11 
907,4117,서울특별시 강서구 공항동 53-20번지 .27 
908,4120,서울특별시 양천구 신정동 922-16 2~3층
909,4125,서울특별시 양천구 신정동 1027-2
910,4126,서울특별시 양천구 목동 406-316
911,4128,서울특별시 양천구 목동 513-3
912,4188,서울특별시 강서구 화곡동 24-18번지 
913,4190,서울특별시 강서구 화곡동 901-26 
914,4191,서울특별시 강서구 화곡동 935-3번지 
915,4198,서울특별시 강서구 화곡동 1097-1번지 
916,4202,서울특별시 강서구 화곡동 1110번지 
917,4207,"서울특별시 강서구 외발산동 426 스위트동, 3~4층 "
918,4221,"서울특별시 강서구 화곡동 94번지 ,93-1 "
919,4227,서울특별시 강서구 화곡동 72-3번지 
920,4244,서울특별시 동작구 본동 149-23번지 
921,4258,서울특별시 강서구 화곡동 24-150번지 
922,4259,서울특별시 강서구 화곡동 905-11 
923,4261,서울특별시 강서구 방화동 620-215번지 
924,4263,서울특별시 강서구 화곡동 24-525번지 
925,4272,서울특별시 강서구 화곡동 987-9번지 
926,4275,서울특별시 강서구 화곡동 923-14번지 
927,4284,서울특별시 강서구 화곡동 24-76번지 
928,4286,서울특별시 강서구 화곡동 924-22번지 
929,4288,서울특별시 강서구 염창동 262-5 
930,4290,"서울특별시 강서구 화곡동 109-5번지 ,57 "
931,4291,"서울특별시 강서구 화곡동 938-7번지 ,28 "
932,4294,서울특별시 강서구 화곡동 937-25번지 
933,4296,서울특별시 강서구 화곡동 1105-10번지 
934,4297,서울특별시 강서구 화곡동 937-20번지 
935,4302,서울특별시 강서구 화곡동 904-15번지 
936,4315,서울특별시 강서구 방화동 580-132번지 
937,4319,서울특별시 강서구 등촌동 505-7번지 
938,4320,서울특별시 강서구 화곡동 921-6번지 .7 
939,4327,서울특별시 강서구 화곡동 981-4번지 
940,4329,"서울특별시 강서구 화곡동 982-17번지 ,20 "
941,4331,서울특별시 강서구 화곡동 24-102 
942,4349,서울특별시 강서구 화곡동 904-14번지 
943,4353,서울특별시 강서구 화곡동 987-10번지 
944,4356,서울특별시 송파구 장지동 산 186-1번지 
945,4362,서울특별시 강서구 화곡동 922-13번지 
946,4364,서울특별시 강서구 화곡동 340-42번지 .63 
947,4370,서울특별시 강서구 염창동 262-4 
948,4389,서울특별시 구로구 오류동 33-9 
949,4390,서울특별시 구로구 오류동 33-57 
950,4391,서울특별시 구로구 구로동 722-54번지 
951,4393,서울특별시 구로구 가리봉동 125-1번지 
952,4394,서울특별시 구로구 오류동 59-49 
953,4395,서울특별시 구로구 고척동 42-1번지 
954,4400,서울특별시 구로구 오류동 6-114번지 
955,4401,서울특별시 구로구 신도림동 427-1번지 
956,4410,서울특별시 구로구 오류동 55-5번지 
957,4411,서울특별시 구로구 오류동 55-33번지 
958,4415,서울특별시 구로구 오류동 33-39번지 
959,4417,서울특별시 구로구 신도림동 434-4번지 
960,4419,서울특별시 구로구 구로동 798-58번지 
961,4420,서울특별시 구로구 오류동 55-19번지 
962,4422,서울특별시 구로구 신도림동 428-6 
963,4423,서울특별시 구로구 오류동 56-20번지 
964,4439,서울특별시 구로구 개봉동 70-29번지 
965,4448,서울특별시 송파구 장지동 산 300-2번지 
966,4450,서울특별시 구로구 오류동 55-43번지 
967,4454,서울특별시 구로구 가리봉동 135-18번지 
968,4456,서울특별시 구로구 가리봉동 25-95번지 
969,4461,서울특별시 구로구 개봉동 353-6 
970,4463,서울특별시 구로구 가리봉동 127-9번지 
971,4490,서울특별시 구로구 구로동 44-2 
972,4492,서울특별시 구로구 신도림동 430-3번지 
973,4502,서울특별시 영등포구 영등포동1가 116-0번지 
974,4505,서울특별시 구로구 신도림동 431-16번지 
975,4542,서울특별시 구로구 가리봉동 133-34
976,4596,서울특별시 금천구 시흥동 882-52
977,4628,서울특별시 금천구 가산동 140-79번지 
978,4629,서울특별시 금천구 시흥동 265-6번지 
979,4637,서울특별시 금천구 시흥동 888-17 
980,4646,서울특별시 금천구 시흥동 863-49
981,4686,서울특별시 금천구 독산동 1008-12 
982,4690,서울특별시 금천구 가산동 237-113번지 [모아래8길 16-1] 
983,4692,서울특별시 금천구 시흥동 999-32번지 
984,4715,서울특별시 금천구 시흥동 992-11번지 
985,4716,서울특별시 금천구 가산동 140-22번지 
986,4717,서울특별시 금천구 시흥동 883-10번지 [대명시장길 8] 
987,4720,서울특별시 금천구 가산동 140-20번지 
988,4721,서울특별시 금천구 시흥동 994-10번지 
989,4724,서울특별시 금천구 독산동 1030-7 
990,4727,서울특별시 금천구 가산동 234-41번지 
991,4734,서울특별시 금천구 시흥동 888-14 
992,4737,서울특별시 금천구 시흥동 119-7번지 [발소길 58-2] 
993,4739,서울특별시 금천구 시흥동 265-5번지 
994,4740,서울특별시 금천구 가산동 140-79번지 [구로동길 266-8] 
995,4759,서울특별시 동작구 본동 236-0번지 
996,4894,서울특별시 영등포구 영등포동3가 23번지 
997,4918,서울특별시 동작구 사당동 135-10번지 
998,4945,서울특별시 영등포구 문래동2가 30번지 
999,4955,서울특별시 영등포구 영등포동3가 24-4 
1000,4958,서울특별시 영등포구 영등포동3가 27-10번지 
1001,4960,서울특별시 영등포구 신길동 329-60번지 
1002,4962,서울특별시 영등포구 대림동 934-42번지 
1003,4963,서울특별시 영등포구 대림동 997-5번지 
1004,4964,서울특별시 영등포구 당산동6가 171-14번지 
1005,4965,서울특별시 영등포구 대림동 975-38번지 
1006,4970,서울특별시 영등포구 대림동 916-11번지 
1007,4972,서울특별시 영등포구 양평동1가 242-7 
1008,4973,서울특별시 영등포구 당산동4가 36-6번지 
1009,4977,서울특별시 영등포구 영등포동3가 9-30번지 
1010,4981,서울특별시 영등포구 영등포동 577-9번지 
1011,4987,서울특별시 영등포구 영등포동3가 10-20번지 
1012,4990,서울특별시 영등포구 당산동3가 291-0번지 
1013,4993,서울특별시 영등포구 도림동 162-80번지 
1014,4999,서울특별시 영등포구 영등포동3가 21-8번지 
1015,5003,서울특별시 영등포구 양평동1가 9-10번지 
1016,5014,서울특별시 영등포구 양평동4가 161-7번지 
1017,5018,서울특별시 영등포구 영등포동4가 26-1번지 
1018,5020,서울특별시 영등포구 영등포동2가 524-0번지 
1019,5021,서울특별시 영등포구 신길동 253-60번지 
1020,5022,서울특별시 영등포구 영등포동4가 423-63번지 
1021,5023,서울특별시 영등포구 신길동 235-8번지 
1022,5028,서울특별시 영등포구 영등포동3가 27-7번지 1층 
