,사업장명,지번주소,도로명주소,위도,경도,인허가일자,인허가취소일자,영업상태코드,폐업일자,휴업시작일자,휴업종료일자,재개업일자,데이터갱신일자,업태구분명,한실수,양실수,욕실수
3647,준모텔,서울특별시 서대문구 남가좌동 152-42 ,서울특별시 서대문구 수색로2길 30-4 (남가좌동),37.5701529939403,126.916374829195,19700820,,1,,,,,2021-03-27 02:40:00.0,여관업,15.0,0.0,0.0
3648,발리모텔,서울특별시 서대문구 홍제동 266-211 ,서울특별시 서대문구 세검정로3길 56-10 (홍제동),37.5933237745046,126.947310250269,19721214,,1,,,,,2021-06-09 02:40:00.0,여인숙업,0.0,6.0,0.0
3649,경북여관,서울특별시 서대문구 북아현동 110-0 ,서울특별시 서대문구 신촌로37길 17-2 (북아현동),37.5580545014761,126.95728224699,19681205,,1,,,,,2020-12-12 02:40:00.0,여인숙업,13.0,0.0,13.0
3650,호텔 플러스,서울특별시 서대문구 창천동 20-49 ,서울특별시 서대문구 연세로2길 34 (창천동),37.5562164119873,126.938741010927,19670811,,1,,,,,2021-06-04 02:40:00.0,여인숙업,14.0,0.0,0.0
3651,대원,서울특별시 서대문구 미근동 230-0번지 ,,,,19711007,,3,19940909,,,,2018-08-31 23:59:59.0,여관업,21.0,0.0,0.0
3652,터치,서울특별시 서대문구 창천동 29-14 ,서울특별시 서대문구 연세로2다길 5 (창천동),37.5565313960147,126.938558654532,20050421,,1,,,,,2021-06-23 02:40:00.0,여관업,0.0,28.0,0.0
3653,호텔 루씨르,서울특별시 서대문구 창천동 29-68,서울특별시 서대문구 연세로2가길 8 (창천동),37.5563774018517,126.937672962213,20050218,,1,,,,,2021-12-06 23:03:00.0,여관업,,,
3654,호텔제이드,서울특별시 서대문구 창천동 29-49,서울특별시 서대문구 연세로2가길 12 (창천동),37.5564983991113,126.937660299019,20020709,,1,,,,,2021-11-01 22:03:00.0,여관업,,,
3655,당근여관,서울특별시 서대문구 창천동 30-20,서울특별시 서대문구 신촌로 87-20 (창천동),37.5565111834994,126.936458823099,19710118,,1,,,,,2021-12-08 23:05:00.0,여관업,,,
3656,케이스테이(K'STAY),서울특별시 서대문구 창천동 29-111,서울특별시 서대문구 연세로4길 12 (창천동),37.557004893187,126.937742721687,19971008,,1,,,,,2021-11-01 00:09:00.0,여관업,,,
3657,호텔 풀하우스,서울특별시 서대문구 창천동 20-46,서울특별시 서대문구 신촌로 115-6 (창천동),37.556145198153,126.938847226808,19891107,,1,,,,,2021-11-01 22:09:00.0,여관업,,,
3658,테마모텔,서울특별시 서대문구 냉천동 164-0,서울특별시 서대문구 통일로 143-1 (냉천동),37.5669806675898,126.964920245635,19710824,,1,,,,,2021-11-01 21:01:00.0,여인숙업,,,
3659,호텔자자,서울특별시 동대문구 휘경동 336,서울특별시 동대문구 이문로 16 (휘경동),37.589162792248,127.055102911338,19871022,,1,,,,,2022-11-30 23:08:00.0,여관업,,,
3660,큐(Q)모텔,서울특별시 동대문구 휘경동 183-204,서울특별시 동대문구 회기로31길 9 (휘경동),37.5904915787719,127.0588301714,19731111,,1,,,,,2022-11-30 23:08:00.0,여인숙업,,,
3661,S모텔,서울특별시 은평구 녹번동 259-0,서울특별시 은평구 은평로 233 (녹번동),37.6012273555557,126.93355747153,19691201,,1,,,,,2022-11-30 22:02:00.0,여관업,,,
3662,오렌지,서울특별시 서대문구 홍제동 323-8번지 ,서울특별시 서대문구 통일로 479-6 (홍제동),37.5906948999053,126.941466322501,19701207,,1,,,,,2019-08-24 02:40:00.0,여인숙업,13.0,0.0,0.0
3663,아담,서울특별시 서대문구 창천동 503-2 ,서울특별시 서대문구 신촌로 31-1 (창천동),37.5577743941748,126.93025554544,19720127,,1,,,,,2020-09-26 02:40:00.0,여관업,9.0,0.0,0.0
3664,해성,서울특별시 서대문구 홍제동 299-11 ,서울특별시 서대문구 통일로40안길 9 (홍제동),37.5907006142525,126.94376866983,19671219,,1,,,,,2020-12-12 02:40:00.0,여인숙업,11.0,0.0,0.0
3665,포레스타,서울특별시 서대문구 창천동 29-26 121 ,"서울특별시 서대문구 연세로4길 16 (창천동,121)",37.5570129402624,126.937967481951,20001006,,1,,,,,2020-12-10 02:40:00.0,여관업,0.0,36.0,0.0
3666,밀하우스,서울특별시 서대문구 창천동 29-56번지 ,서울특별시 서대문구 연세로2나길 5 (창천동),37.5563657335911,126.937928859997,20180619,,1,,,,,2020-01-01 02:40:00.0,관광호텔,0.0,47.0,0.0
3667,캠퍼스,서울특별시 서대문구 창천동 29-58 ,서울특별시 서대문구 연세로2나길 3 (창천동),37.556264779689,126.93802004927,20041027,,1,,,,,2021-06-18 02:40:00.0,여관업,0.0,26.0,0.0
3668,애니타임 호텔,서울특별시 서대문구 창천동 29-51 ,서울특별시 서대문구 연세로2나길 11 (창천동),37.5566033882477,126.938046251789,19900106,,1,,,,,2020-07-22 02:40:00.0,여관업,0.0,29.0,20.0
3669,궁전호스텔,서울특별시 서대문구 대현동 101-17번지 6층 ,"서울특별시 서대문구 신촌로 155, 6층 (대현동)",37.5569438763223,126.943246389013,20170613,,1,,,,,2019-09-19 02:40:00.0,관광호텔,0.0,14.0,0.0
3670,신촌라싸 관광호텔,서울특별시 서대문구 창천동 18-81번지 ,서울특별시 서대문구 연세로2가길 3 (창천동),37.5561103370984,126.937315327369,20160512,,1,,,,,2018-08-31 23:59:59.0,관광호텔,0.0,41.0,0.0
3671,은성,서울특별시 서대문구 창천동 20-86번지 ,,,,19690702,,3,19950919,,,,2018-08-31 23:59:59.0,여인숙업,9.0,0.0,0.0
3672,모모호텔,서울특별시 서대문구 창천동 20-38 ,서울특별시 서대문구 연세로2길 48 (창천동),37.5564363907772,126.939528075024,20051123,,1,,,,,2021-07-09 02:40:00.0,여관업,40.0,0.0,0.0
3673,폼모텔,서울특별시 서대문구 홍제동 278-31 ,서울특별시 서대문구 간호대로1길 36 (홍제동),37.5951158857387,126.948007523522,19670505,,1,,,,,2021-05-13 02:40:00.0,여관업,0.0,7.0,0.0
3674,원일장,서울특별시 서대문구 홍제동 250-1번지 ,서울특별시 서대문구 세무서길 25 (홍제동),37.5891240832503,126.9453571476,19670426,,1,,,,,2020-04-16 02:40:00.0,여인숙업,16.0,0.0,0.0
3675,어반노드(URBANNORD),서울특별시 서대문구 창천동 18-72,서울특별시 서대문구 연세로4길 7 (창천동),37.557083987471,126.937376871643,19731005,,1,,,,,2021-11-01 00:03:00.0,여관업,,,
3676,호텔 월,서울특별시 서대문구 대현동 104-15 ,서울특별시 서대문구 연세로2길 101-10 (대현동),37.5576280966663,126.942507732016,20010303,,1,,,,,2020-11-14 02:40:00.0,일반호텔,0.0,38.0,0.0
3677,청자모텔,서울특별시 서대문구 홍제동 313-44,서울특별시 서대문구 통일로37나길 21 (홍제동),37.5869029902401,126.943327021281,19711108,,1,,,,,2021-12-05 22:06:00.0,여인숙업,,,
3678,24게스트하우스 신촌에비뉴엘점,"서울특별시 서대문구 창천동 31-92 8,9,10층","서울특별시 서대문구 명물길 19, 8,9,10층 (창천동)",,,20161019,,1,,,,,2021-10-31 23:07:00.0,관광호텔,,,
3679,리치빌,서울특별시 서대문구 홍제동 295-12 ,서울특별시 서대문구 통일로40안길 21 (홍제동),37.5910925454691,126.944147459949,19660906,,1,,,,,2021-02-05 02:40:00.0,여인숙업,6.0,0.0,0.0
3680,대왕,서울특별시 서대문구 홍은동 48-203번지 ,서울특별시 서대문구 세검정로1길 18 (홍은동),37.5922762748426,126.942842742328,19710528,,1,,,,,2020-05-03 02:40:00.0,여인숙업,8.0,0.0,0.0
3681,소라모텔,서울특별시 서대문구 대현동 101-15 ,서울특별시 서대문구 신촌로 157-7 (대현동),37.5571197099633,126.943348566647,19851230,,1,,,,,2020-12-12 02:40:00.0,여관업,6.0,15.0,21.0
3682,신디,서울특별시 서대문구 창천동 29-36 ,서울특별시 서대문구 연세로4길 18-12 (창천동),37.5568617941116,126.937874463825,19981014,,1,,,,,2020-07-17 02:40:00.0,여관업,0.0,24.0,0.0
3683,여광장여관,서울특별시 서대문구 남가좌동 291-32 ,서울특별시 서대문구 수색로 32-6 (남가좌동),37.569480685949,126.915383770145,19751230,,1,,,,,2020-12-12 02:40:00.0,여인숙업,13.0,0.0,0.0
3684,샛별,서울특별시 서대문구 남가좌동 258-5번지 ,,,,19671201,,3,20031027,,,,2018-08-31 23:59:59.0,여인숙업,7.0,0.0,0.0
3685,태양장,서울특별시 서대문구 홍제동 116-0번지 ,서울특별시 서대문구 통일로 396-3 (홍제동),37.5853530423189,126.948299285668,19721012,,3,20151229,,,,2018-08-31 23:59:59.0,여인숙업,11.0,,
3686,삼거리여인숙,서울특별시 서대문구 연희동 113-8번지 ,,37.5698899198246,126.926124624215,19721227,,3,19990617,,,,2018-08-31 23:59:59.0,여인숙업,10.0,0.0,0.0
3687,동해,서울특별시 서대문구 합동 28-9번지 ,,,,19690617,,3,19930723,,,,2018-08-31 23:59:59.0,여인숙업,6.0,0.0,0.0
3688,빅토리아 랏지,서울특별시 서대문구 대현동 90-14 ,서울특별시 서대문구 이화여대3길 27 (대현동),37.5578531852097,126.944239053743,20001209,,3,20200804,,,,2020-08-06 02:40:00.0,여관업,0.0,12.0,0.0
3689,태안,서울특별시 서대문구 창천동 62-13번지 ,,37.5565410441144,126.934874234647,19651030,,3,19950318,,,,2018-08-31 23:59:59.0,여인숙업,13.0,0.0,0.0
3690,대호,서울특별시 서대문구 대현동 143-8번지 ,,,,19710320,,3,20040318,,,,2018-08-31 23:59:59.0,여인숙업,6.0,0.0,0.0
3691,미로장,서울특별시 서대문구 창천동 29-55번지 ,,37.5566038266868,126.937680922234,19770223,,3,19961002,,,,2018-08-31 23:59:59.0,여관업,5.0,10.0,15.0
3692,홍제장,서울특별시 서대문구 홍제동 253-4번지 ,,37.5889884428142,126.944305394765,19850309,,3,19991124,,,,2018-08-31 23:59:59.0,여관업,16.0,0.0,14.0
3693,대성,서울특별시 서대문구 남가좌동 262-67번지 ,,,,19701109,,3,19940910,,,,2018-08-31 23:59:59.0,여인숙업,9.0,0.0,0.0
3694,금강,서울특별시 서대문구 북아현동 130-19번지 ,,37.5588162518391,126.95667053533,19640601,,3,20050317,,,,2018-08-31 23:59:59.0,여인숙업,6.0,,
3695,금산,서울특별시 서대문구 남가좌동 102-14번지 ,,37.5692736537238,126.916291595801,19771012,,3,20050303,,,,2018-08-31 23:59:59.0,여관업,10.0,0.0,10.0
3696,은좌장여관,서울특별시 서대문구 남가좌동 273-7번지 ,,,,19700715,,3,20101216,,,,2018-08-31 23:59:59.0,여인숙업,15.0,0.0,0.0
3697,삼다,서울특별시 서대문구 북아현동 220-11번지 ,,,,19730219,,3,20060316,,,,2018-08-31 23:59:59.0,여인숙업,12.0,,
3698,통일장,서울특별시 서대문구 홍은동 442-3번지 ,,,,19721027,,3,20110406,,,,2018-08-31 23:59:59.0,여인숙업,8.0,,
3699,대도,서울특별시 서대문구 남가좌동 289-5번지 ,,37.5702174115497,126.914732401168,19681005,,3,20050415,,,,2018-08-31 23:59:59.0,여인숙업,,14.0,13.0
3700,성일,서울특별시 서대문구 창천동 29-11번지 ,,37.5565226218191,126.938319636203,19790922,,3,19990316,,,,2018-08-31 23:59:59.0,여인숙업,14.0,0.0,0.0
3701,이채2,서울특별시 서대문구 창천동 29-7번지 ,서울특별시 서대문구 연세로2나길 16 (창천동),37.5567408472982,126.938327152252,19891201,,3,20190523,,,,2019-05-25 02:40:00.0,여관업,5.0,15.0,20.0
3702,장안,서울특별시 서대문구 창천동 20-26번지 ,,37.5564839717631,126.940074558217,19681204,,3,19970814,,,,2018-08-31 23:59:59.0,여인숙업,9.0,0.0,0.0
3703,호성장,서울특별시 서대문구 대현동 104-1번지 ,,37.5578062363593,126.942533512662,19891220,,3,19950731,,,,2018-08-31 23:59:59.0,여관업,7.0,20.0,27.0
3704,문영여관,"서울특별시 서대문구 합동 13-0번지 14-7,18-3 ",,,,19710127,,3,20050110,,,,2018-08-31 23:59:59.0,여인숙업,16.0,0.0,6.0
3705,서호장,서울특별시 서대문구 창천동 29-82번지 ,,37.555996024973,126.938216402701,19810202,,3,20020629,,,,2018-08-31 23:59:59.0,여관업,25.0,0.0,25.0
3706,서대문,서울특별시 서대문구 미근동 186-0번지 ,,37.5642807834331,126.967257345919,19630730,,3,19990527,,,,2018-08-31 23:59:59.0,여인숙업,14.0,0.0,0.0
3707,해담여관,서울특별시 서대문구 천연동 10-0번지 ,서울특별시 서대문구 통일로11길 7 (천연동),37.5692075793913,126.96260743673,19670511,,3,20180521,,,,2018-08-31 23:59:59.0,여관업,0.0,16.0,0.0
3708,금성,서울특별시 서대문구 창천동 89-28번지 ,,37.5602321022329,126.933480032789,19740829,,3,20061211,,,,2018-08-31 23:59:59.0,여인숙업,14.0,0.0,5.0
3709,힐모텔,서울특별시 서대문구 대현동 104-38번지 ,,,,19830509,,3,20080229,,,,2018-08-31 23:59:59.0,여관업,3.0,15.0,
3710,청운장,서울특별시 서대문구 충정로3가 276-0번지 ,,37.5608192614054,126.963913782186,19670112,,3,20050128,,,,2018-08-31 23:59:59.0,여인숙업,,11.0,10.0
3711,대신여관,서울특별시 서대문구 창천동 46-4번지 ,,37.5587681986727,126.938188648682,19671207,,3,20030822,,,,2018-08-31 23:59:59.0,여인숙업,8.0,0.0,0.0
3712,청운장여관,"서울특별시 서대문구 현저동 103-12번지 ,18 ",,,,19810905,,3,20090330,,,,2018-08-31 23:59:59.0,여인숙업,3.0,8.0,11.0
3713,진주,서울특별시 서대문구 홍제동 137-16번지 ,,37.587025800328,126.946623021963,19690610,,3,19931229,,,,2018-08-31 23:59:59.0,여인숙업,12.0,0.0,5.0
3714,제일,서울특별시 서대문구 남가좌동 124-269번지 ,,37.570294776975,126.917737661183,19621115,,3,20090706,,,,2018-08-31 23:59:59.0,여인숙업,18.0,0.0,0.0
3715,성도,서울특별시 서대문구 홍제동 174-18번지 ,서울특별시 서대문구 통일로 432-3 (홍제동),37.5879905492506,126.945757878488,19701026,,1,,,,,2019-12-01 02:40:00.0,여인숙업,0.0,14.0,12.0
3716,호텔림,서울특별시 서대문구 창천동 29-121 ,서울특별시 서대문구 연세로4길 16 (창천동),37.5570129402624,126.937967481951,20001120,,1,,,,,2020-07-17 02:40:00.0,여관업,0.0,30.0,0.0
3717,힐스,서울특별시 서대문구 창천동 20-108번지 ,서울특별시 서대문구 연세로2길 66 (창천동),37.5567179951752,126.940498891229,19880129,,1,,,,,2019-07-26 02:40:00.0,일반호텔,6.0,29.0,39.0
3718,크럭스,서울특별시 서대문구 창천동 29-39 ,서울특별시 서대문구 연세로2나길 15 (창천동),37.5568224291502,126.938062367705,19831123,,1,,,,,2020-12-20 02:40:00.0,여관업,21.0,0.0,21.0
3719,창신여인숙,서울특별시 마포구 공덕동 64-1번지 ,,,,19721013,,3,19970625,,,,2018-08-31 23:59:59.0,여인숙업,10.0,0.0,0.0
3720,장미여관,서울특별시 서대문구 홍은동 277-28,서울특별시 서대문구 모래내로 351 (홍은동),37.5814510023993,126.935288750936,19711001,,1,,,,,2021-11-01 00:06:00.0,여인숙업,,,
3721,성덕,서울특별시 서대문구 북아현동 125-20,서울특별시 서대문구 신촌로37길 11 (북아현동),37.5579498332763,126.957110051142,19661101,,1,,,,,2021-11-01 22:02:00.0,여관업,,,
3722,뉴모텔,서울특별시 서대문구 남가좌동 152-39 ,서울특별시 서대문구 수색로2길 30-8 (남가좌동),37.5703166378556,126.916407586217,19831220,,1,,,,,2020-12-30 02:40:00.0,여관업,6.0,4.0,10.0
3723,시몽,서울특별시 서대문구 창천동 29-45 ,서울특별시 서대문구 연세로2가길 16 (창천동),37.5567383591443,126.937706614164,19781214,,1,,,,,2020-07-22 02:40:00.0,여관업,5.0,17.0,0.0
3724,이채3,서울특별시 서대문구 창천동 29-21 ,서울특별시 서대문구 연세로2길 27-3 (창천동),37.5563984802188,126.938349956193,19991008,,1,,,,,2021-01-07 02:40:00.0,여관업,0.0,18.0,0.0
3725,가을,서울특별시 서대문구 창천동 29-41 42 ,"서울특별시 서대문구 연세로2나길 13 (창천동,42)",37.5567152539787,126.937973613834,20001116,,1,,,,,2020-08-23 02:40:00.0,일반호텔,0.0,47.0,0.0
3726,화성장,서울특별시 서대문구 홍제동 266-22 ,서울특별시 서대문구 세무서7길 6-3 (홍제동),37.5915130154248,126.946629215322,19671208,,1,,,,,2020-12-06 02:40:00.0,여인숙업,15.0,0.0,0.0
3727,참호텔,서울특별시 서대문구 대현동 90-23 ,서울특별시 서대문구 이화여대3길 33 (대현동),37.5578415539485,126.943841132198,19880111,,1,,,,,2020-12-19 02:40:00.0,여관업,0.0,25.0,20.0
3728,연희장,"서울특별시 서대문구 연희동 188-88번지 2층,3층 ","서울특별시 서대문구 연희로 87, 2,3층 (연희동)",,,19811125,,1,,,,,2019-01-04 02:40:00.0,여관업,16.0,0.0,16.0
3729,데이지,서울특별시 서대문구 창천동 13-69 ,서울특별시 서대문구 연세로2나길 24 (창천동),37.557022958314,126.938516715438,20050923,,1,,,,,2021-05-06 02:40:00.0,여관업,0.0,17.0,0.0
3730,쉬크,서울특별시 서대문구 창천동 29-65 ,서울특별시 서대문구 연세로2길 15-3 (창천동),37.5562265006854,126.937703079144,19960403,,1,,,,,2020-12-25 02:40:00.0,여관업,3.0,21.0,24.0
3731,동양,서울특별시 서대문구 홍제동 299-33 ,서울특별시 서대문구 통일로40길 11-1 (홍제동),37.5903670566198,126.943370138108,19731103,,1,,,,,2021-05-13 02:40:00.0,여인숙업,16.0,0.0,0.0
3732,힙호텔,서울특별시 서대문구 대현동 104-56 ,서울특별시 서대문구 연세로2길 82 (대현동),37.5568863524412,126.941320864337,19951222,,1,,,,,2021-07-07 02:40:00.0,일반호텔,0.0,40.0,45.0
3733,대도장여관,서울특별시 서대문구 남가좌동 289-5 ,서울특별시 서대문구 수색로4길 3-8 (남가좌동),37.57019001666,126.914725980248,20050420,,1,,,,,2021-01-07 02:40:00.0,여관업,0.0,11.0,0.0
3734,봉산,서울특별시 서대문구 홍제동 266-221,서울특별시 서대문구 세검정로 59 (홍제동),37.5931769249708,126.947337415883,19720602,,3,20220810,,,,2021-12-07 23:02:00.0,여인숙업,,,
3735,A+호텔,서울특별시 서대문구 창천동 20-37 ,서울특별시 서대문구 연세로2길 50 (창천동),37.5565051123513,126.9396562467,19970611,,1,,,,,2021-03-24 02:40:00.0,여관업,3.0,34.0,37.0
3736,스위스그랜드호텔,서울특별시 서대문구 홍은동 201-1번지 ,서울특별시 서대문구 연희로 353 (홍은동),37.5893782439197,126.935518414726,19871224,,1,,,,,2019-12-20 02:40:00.0,관광호텔,3.0,500.0,503.0
3737,연희장,서울특별시 서대문구 연희동 356-1,서울특별시 서대문구 연희로 44 (연희동),37.5625341631892,126.927976788163,19810507,,1,,,,,2021-12-06 22:09:00.0,여인숙업,,,
3738,모네,서울특별시 서대문구 창천동 13-68 ,서울특별시 서대문구 연세로2나길 20 (창천동),37.5569825258074,126.938386596646,19960216,,1,,,,,2020-12-25 02:40:00.0,여관업,0.0,23.0,25.0
3739,루이,"서울특별시 서대문구 창천동 29-24 , 118 ","서울특별시 서대문구 연세로2나길 6 (창천동,, 118)",37.5563723701793,126.938213715315,19991008,,1,,,,,2022-02-27 02:40:00.0,일반호텔,0.0,28.0,0.0
3740,영빈여관,서울특별시 서대문구 미근동 81-0 ,서울특별시 서대문구 충정로6길 49-4 (미근동),37.5625875711521,126.967366517373,19710605,,1,,,,,2021-02-05 02:40:00.0,여인숙업,0.0,16.0,0.0
3741,그린파크,서울특별시 서대문구 냉천동 15 ,서울특별시 서대문구 통일로9길 6-8 (냉천동),37.5674832970695,126.964498144975,19690801,,1,,,,,2020-07-22 02:40:00.0,여인숙업,14.0,0.0,0.0
3742,옥천,서울특별시 서대문구 옥천동 35-0번지 ,서울특별시 서대문구 영천시장길 66-7 (옥천동),37.5694612009282,126.962015755206,19761002,,3,20180427,,,,2018-08-31 23:59:59.0,여인숙업,10.0,0.0,0.0
3743,유복,서울특별시 서대문구 홍제동 253-12번지 ,,37.5887582951574,126.944808053314,19681224,,3,20080225,,,,2018-08-31 23:59:59.0,여인숙업,9.0,0.0,0.0
3744,서안장여관,서울특별시 서대문구 남가좌동 291-6번지 ,서울특별시 서대문구 수색로 26 (남가좌동),37.5691834101108,126.915709199918,19770214,,3,20130304,,,,2018-08-31 23:59:59.0,여관업,13.0,0.0,0.0
3745,양지,서울특별시 서대문구 홍제동 286-12번지 ,,,,19671010,,3,20020501,,,,2018-08-31 23:59:59.0,여인숙업,13.0,0.0,0.0
3746,창희,서울특별시 서대문구 창천동 5-48번지 ,,37.5585039740163,126.938953949989,19731205,,3,19931125,,,,2018-08-31 23:59:59.0,여인숙업,0.0,9.0,0.0
3747,동남,서울특별시 서대문구 남가좌동 293-21번지 ,,37.5700451941888,126.915181077715,19660920,,3,19970904,,,,2018-08-31 23:59:59.0,여인숙업,0.0,0.0,0.0
3748,서울장,서울특별시 서대문구 대현동 90-15번지 ,,37.5578450656061,126.94402617391,19830509,,3,19940317,,,,2018-08-31 23:59:59.0,여관업,21.0,0.0,21.0
3749,원일,서울특별시 서대문구 북아현동 158-11번지 ,,,,19691223,,3,19960326,,,,2018-08-31 23:59:59.0,여관업,28.0,0.0,0.0
3750,미림,서울특별시 서대문구 창천동 31-72번지 ,,37.5583445108584,126.937430368391,19731221,,3,20060714,,,,2018-08-31 23:59:59.0,여인숙업,8.0,,
3751,서진,서울특별시 서대문구 남가좌동 290-133번지 ,서울특별시 서대문구 수색로 34-14 (남가좌동),37.5698411193497,126.915433055043,19770907,,3,20140613,,,,2018-08-31 23:59:59.0,여인숙업,17.0,0.0,0.0
3752,고은,서울특별시 서대문구 홍제동 156-238번지 ,,,,19720610,,3,19950630,,,,2018-08-31 23:59:59.0,여인숙업,11.0,0.0,0.0
3753,국제,서울특별시 서대문구 북아현동 130-17번지 ,서울특별시 서대문구 북아현로 16-6 (북아현동),37.5588975131045,126.956892997341,19701012,,3,20170918,,,,2018-08-31 23:59:59.0,여인숙업,,9.0,
3754,덕천여관,서울특별시 서대문구 충정로2가 99-6번지 ,,37.5647674447982,126.964564290256,19700420,,3,19960501,,,,2018-08-31 23:59:59.0,여인숙업,8.0,0.0,0.0
3755,현대,서울특별시 서대문구 북아현동 142-10번지 ,,,,19711215,,3,20110321,,,,2018-08-31 23:59:59.0,여인숙업,7.0,0.0,0.0
3756,원앙,서울특별시 서대문구 천연동 13-13번지 ,서울특별시 서대문구 통일로 173-54 (천연동),37.5688535968393,126.962100619404,19641114,,3,20180501,,,,2018-08-31 23:59:59.0,여인숙업,11.0,0.0,0.0
3757,한남,서울특별시 서대문구 창천동 62-20번지 ,,37.5567147424096,126.934523127008,19691016,,3,19970212,,,,2018-08-31 23:59:59.0,여인숙업,14.0,0.0,0.0
3758,청주,서울특별시 서대문구 창천동 13-4번지 ,,37.5580079613941,126.938753465088,19730630,,3,20090701,,,,2018-08-31 23:59:59.0,여인숙업,11.0,0.0,0.0
3759,한양여인숙,서울특별시 마포구 신공덕동 25-18번지 ,,,,19670804,,3,19971119,,,,2018-08-31 23:59:59.0,여인숙업,12.0,0.0,0.0
3760,유정,서울특별시 서대문구 대현동 90-44번지 ,,37.5573466152364,126.94398670873,19700902,,3,20080630,,,,2018-08-31 23:59:59.0,여인숙업,12.0,0.0,0.0
3761,귀빈장,서울특별시 서대문구 남가좌동 331-22번지 ,서울특별시 서대문구 모래내로 223 (남가좌동),37.5743308873492,126.923799485198,19830509,,3,20190820,,,,2019-08-22 02:40:00.0,여관업,12.0,0.0,12.0
3762,마이홈,서울특별시 서대문구 창천동 4-50번지 ,,37.557439927192,126.941324957301,19740121,,3,20100510,,,,2018-08-31 23:59:59.0,여인숙업,16.0,,
3763,은석장,서울특별시 서대문구 홍은동 274-82번지 ,서울특별시 서대문구 연희로 271 (홍은동),37.5813094941161,126.935853237611,19810917,,3,20130419,,,,2018-08-31 23:59:59.0,여관업,21.0,,21.0
3764,광명,서울특별시 서대문구 북아현동 237-66번지 ,,,,19710807,,3,20101004,,,,2018-08-31 23:59:59.0,여인숙업,16.0,0.0,0.0
3765,필그린,서울특별시 서대문구 대현동 90-26번지 ,서울특별시 서대문구 이화여대1길 42-12 (대현동),,,19880930,,3,20180716,,,,2018-08-31 23:59:59.0,여관업,2.0,21.0,23.0
3766,국일,서울특별시 서대문구 북아현동 782-0번지 ,,,,19680924,,3,19971128,,,,2018-08-31 23:59:59.0,여인숙업,22.0,0.0,0.0
3767,우성장,서울특별시 서대문구 대현동 90-14번지 ,,37.5578535240592,126.944193443166,19860203,,3,20000105,,,,2018-08-31 23:59:59.0,여관업,3.0,9.0,12.0
3768,은하수,서울특별시 서대문구 창천동 29-42번지 ,,37.5567204493654,126.937915776966,19780829,,3,20001116,,,,2018-08-31 23:59:59.0,여관업,13.0,0.0,13.0
3769,가든장,서울특별시 서대문구 창천동 20-14번지 ,,,,19941221,,3,20041013,,,,2018-08-31 23:59:59.0,여관업,3.0,12.0,15.0
3770,해성,서울특별시 서대문구 남가좌동 104-16번지 ,,37.5695270895183,126.916526077831,19690104,,3,20010222,,,,2018-08-31 23:59:59.0,여인숙업,8.0,0.0,0.0
3771,인터넷모텔,서울특별시 서대문구 남가좌동 255-50번지 ,,,,19710118,,3,20090313,,,,2018-08-31 23:59:59.0,여인숙업,8.0,0.0,0.0
3772,성민장,서울특별시 서대문구 대현동 53-19번지 ,,37.5582261444711,126.946459206138,19640626,,3,20050216,,,,2018-08-31 23:59:59.0,여인숙업,16.0,0.0,0.0
3773,한일,서울특별시 서대문구 창천동 31-32번지 ,서울특별시 서대문구 명물길 17 (창천동),37.55789405225,126.937505781432,19691120,,3,20161213,,,,2018-08-31 23:59:59.0,여인숙업,18.0,,
3774,안도,서울특별시 서대문구 대현동 34-23번지 ,,37.5594590832892,126.944730866536,19640317,,3,19940404,,,,2018-08-31 23:59:59.0,여인숙업,6.0,0.0,0.0
3775,캐피탈모텔,서울특별시 서대문구 창천동 20-68번지 ,,37.556584797949,126.939377545439,19950930,,3,20010303,,,,2018-08-31 23:59:59.0,여관업,0.0,25.0,25.0
3776,혜천장여관,서울특별시 서대문구 남가좌동 179-1번지 ,서울특별시 서대문구 거북골로12길 14 (남가좌동),,,19760305,,3,20160923,,,,2018-08-31 23:59:59.0,여인숙업,8.0,0.0,0.0
3777,하나장여관,서울특별시 서대문구 홍은동 48-254번지 ,서울특별시 서대문구 세검정로1길 28-4 (홍은동),37.592424428114,126.943278901576,19730904,,3,20180417,,,,2019-03-02 02:40:00.0,여인숙업,10.0,0.0,0.0
3778,인왕,서울특별시 서대문구 홍제동 82-67번지 ,,,,19720801,,3,20050516,,,,2018-08-31 23:59:59.0,여인숙업,8.0,,
3779,홍은여관,서울특별시 서대문구 홍은동 48-167번지 ,서울특별시 서대문구 통일로42길 10 (홍은동),37.5922260501554,126.942206660132,19671205,,3,20180509,,,,2018-08-31 23:59:59.0,여인숙업,10.0,0.0,0.0
3780,개성,서울특별시 서대문구 창천동 2-2번지 ,,37.5591101115847,126.938331424344,19650810,,3,19931125,,,,2018-08-31 23:59:59.0,여인숙업,0.0,14.0,1.0
3781,성산장여관,서울특별시 서대문구 연희동 220-6번지 ,,,,19740917,,3,20111004,,,,2018-08-31 23:59:59.0,여인숙업,11.0,0.0,0.0
3782,남일,서울특별시 서대문구 남가좌동 262-291번지 ,,,,19721115,,3,20080320,,,,2018-08-31 23:59:59.0,여인숙업,7.0,,
3783,충남,서울특별시 서대문구 북가좌동 420-31번지 ,,,,19740109,,3,20081218,,,,2018-08-31 23:59:59.0,여인숙업,14.0,,
