,사업장명,관광숙박업상세명,건물용도명,지번주소,도로명주소,위도,경도,객실수,시설면적,시설규모,인허가일자,인허가취소일자,영업상태코드,폐업일자,휴업시작일자,휴업종료일자,재개업일자,데이터갱신일자
365,호텔야자,관광호텔업,호텔,서울특별시 마포구 서교동 377-1 ,"서울특별시 마포구 잔다리로 67 (서교동, 유양관광호텔)",37.5536027599808,126.916869547205,42.0,1504.56,1505.0,20010511,,3,20201127,,,,2020-11-29 02:40:00.0
366,(주)아주호텔서교,관광호텔업,,서울특별시 마포구 서교동 354-5번지 ,서울특별시 마포구 양화로 130 (서교동),37.5544330596261,126.921251202706,135.0,,,20040413,,3,20171130,,,,2018-08-31 23:59:59.0
367,까사빌 신촌 서울,가족호텔업,숙박시설,서울특별시 마포구 노고산동 57-26번지 ,서울특별시 마포구 서강로 137 (노고산동),37.5546246446601,126.935571571259,183.0,4123.05,4123.0,20120308,,3,20180226,,,,2018-08-31 23:59:59.0
368,호텔 더 디자이너스 홍대,관광호텔업,호텔,서울특별시 마포구 서교동 373-9번지 ,서울특별시 마포구 양화로 86 (서교동),37.5519043347259,126.917577375484,80.0,3868.0,3868.0,20130205,,1,,,,,2018-10-26 02:36:00.0
369,이지갤러리관광호텔,관광호텔업,호텔,서울특별시 강서구 화곡동 1097-4 ,서울특별시 강서구 화곡로 327 (화곡동),37.5532815983258,126.850509606141,64.0,4320.71,4321.0,20071001,,1,,,,,2021-01-20 02:40:00.0
370,홀리데이 인 익스프레스 서울 홍대,관광호텔업,,서울특별시 마포구 동교동 190-1번지 ,서울특별시 마포구 양화로 188 (동교동),37.5594113610099,126.924879359583,294.0,13610.51,13611.0,20180831,,1,,,,,2018-10-12 23:59:59.0
371,신라스테이 마포,관광호텔업,숙박시설,서울특별시 마포구 도화동 570번지 ,서울특별시 마포구 마포대로 83 (도화동),37.5429126892832,126.949743489425,383.0,18470.19,18470.0,20150826,,1,,,,,2018-08-31 23:59:59.0
372,원앤온니에이엠씨,관광호텔업,호텔,서울특별시 마포구 서교동 447-1번지 ,서울특별시 마포구 월드컵북로 31 (서교동),37.5571973155482,126.918588432,150.0,18410.72,18411.0,20160607,,1,,,,,2018-08-31 23:59:59.0
373,(주)서울가든,관광호텔업,,서울특별시 마포구 도화동 169-1 ,"서울특별시 마포구 마포대로 58 (도화동, 가든호텔)",37.5408010651061,126.948393994542,372.0,26310.01,26310.0,19790802,,1,,,,,2021-02-26 02:40:00.0
374,써클호텔,관광호텔업,호텔,서울특별시 마포구 합정동 382-17번지 ,"서울특별시 마포구 양화로 15 (합정동, 호텔써클)",37.548856976303,126.910756867283,40.0,1504.56,1505.0,20050714,,1,,,,,2018-08-31 23:59:59.0
375,더휴식 아늑 홍대점,,,서울특별시 마포구 서교동 351-29,서울특별시 마포구 동교로 162-7 (서교동),37.5555495177465,126.920358786678,,,,20141210,,1,,,,,2021-12-07 22:04:00.0
376,메리골드호텔,,,서울특별시 마포구 서교동 371-10,서울특별시 마포구 양화로 112 (서교동),37.553313279487,126.919749142481,,,,20130205,,3,20220706,,,,2021-12-06 23:02:00.0
377,로이넷 호텔 서울 마포,,,서울특별시 마포구 도화동 573,서울특별시 마포구 마포대로 67 (도화동),37.5418154551349,126.948289873777,,,,20211222,,1,,,,,2021-11-01 00:05:00.0
378,필로소퍼,,,서울특별시 마포구 동교동 198-30 홍대LJ빌딩,"서울특별시 마포구 동교로 217, 홍대LJ빌딩 2층~4층 (동교동)",37.5595013116967,126.923524511085,,,,20141030,,1,,,,,2022-11-30 23:04:00.0
379,에이치에비뉴 호텔 이대점,관광호텔업,호텔,서울특별시 마포구 노고산동 1-74 ,서울특별시 마포구 신촌로 152 (노고산동),37.5562403224923,126.942573420884,94.0,2772.94,2773.0,20170630,,1,,,,,2020-10-14 02:40:00.0
380,글래드호텔 마포,관광호텔업,,서울특별시 마포구 도화동 25-13 효성해링턴 스퀘어 ,"서울특별시 마포구 마포대로 92, 효성해링턴 스퀘어 (도화동)",37.5430172635213,126.951170977105,378.0,26504.2,26504.0,20171229,,1,,,,,2021-12-30 02:40:00.0
381,라이즈호텔,관광호텔업,,서울특별시 마포구 서교동 354-5 ,서울특별시 마포구 양화로 130 (서교동),37.5544330596261,126.921251202706,274.0,29331.57,29332.0,20180420,,1,,,,,2020-08-26 02:40:00.0
382,나인브릭,관광호텔업,,서울특별시 마포구 서교동 354-10번지 ,"서울특별시 마포구 홍익로5길 32 (서교동, 나인브릭)",37.5537837943572,126.920569126358,94.0,3784.07,3784.0,20170221,,1,,,,,2018-08-31 23:59:59.0
383,나비호스텔,호스텔업,숙박시설,서울특별시 마포구 동교동 155-30번지 ,서울특별시 마포구 양화로 177-1 (동교동),37.5579718506537,126.92475744164,27.0,992.59,993.0,20161017,,1,,,,,2019-01-17 02:40:00.0
384,주니비노호텔,관광호텔업,숙박시설,서울특별시 마포구 합정동 379-4 주니비노 호텔 ,"서울특별시 마포구 양화진2길 31, 주니비노 호텔 (합정동)",37.5479476846225,126.910751501119,68.0,6173.93,6174.0,20211123,,1,,,,,2022-01-11 02:40:00.0
385,클레오,호스텔업,,서울특별시 마포구 동교동 113-96번지 ,서울특별시 마포구 연희로 27 (동교동),37.5613903448692,126.926654221967,24.0,600.69,601.0,20180828,,1,,,,,2018-10-09 15:19:31.0
386,보보호텔,관광호텔업,호텔,서울특별시 마포구 서교동 373-1 ,"서울특별시 마포구 양화로 94, 보보호텔 (서교동)",37.5523189580325,126.918202288551,55.0,2625.0,2625.0,20201211,,1,,,,,2021-01-16 02:40:00.0
387,에어포트관광호텔,관광호텔업,호텔,서울특별시 강서구 공항동 11-21번지 ,서울특별시 강서구 공항대로 63 (공항동),37.5614038417035,126.814346253362,,3046.33,3046.0,19880730,,3,20191231,,,,2020-01-04 02:40:00.0
388,리버파크관광호텔,관광호텔업,,서울특별시 강서구 염창동 260번지 ,서울특별시 강서구 공항대로 653-30 (염창동),37.5485479128966,126.878259347206,,5885.74,5886.0,19891206,,3,20200330,,,,2020-04-01 02:40:00.0
389,호텔 노스탈자,,,서울특별시 강서구 화곡동 1110번지 ,서울특별시 강서구 화곡로 354-3 (화곡동),37.5548536259737,126.852634332756,,4619.39,4619.0,19990726,,3,20180312,,,,2018-08-31 23:59:59.0
390,티파니관광호텔,,,서울특별시 강서구 화곡동 73-49번지 ,서울특별시 강서구 화곡로 254  (화곡동),37.5476174572334,126.846352956979,,,,20010310,,3,20060928,,,,2018-08-31 23:59:59.0
391,뉴리젠트호텔,,,서울특별시 강서구 화곡동 1111-7번지 ,서울특별시 강서구 화곡로 342 (화곡동),37.5541659198478,126.85179041032,,,,20020411,,3,20160630,,,,2018-08-31 23:59:59.0
392,그린월드관광호텔,,,서울특별시 강서구 등촌동 505-2번지 ,서울특별시 강서구 공항대로 516  (등촌동),37.5512907662793,126.863307222969,,3470.94,3471.0,20030429,,3,20160831,,,,2018-08-31 23:59:59.0
393,뉴리젠트호텔,,,서울특별시 강서구 화곡동 1111-7번지 ,서울특별시 강서구 화곡로 342  (화곡동),37.5541659198478,126.85179041032,,,,20031113,,3,20160630,,,,2018-08-31 23:59:59.0
394,호텔 타워,관광호텔업,숙박시설,서울특별시 강서구 화곡동 921-6 ,서울특별시 강서구 곰달래로 72 (화곡동),37.5299309434484,126.84085209266,57.0,3356.54,3357.0,20081029,,3,20210908,,,,2021-09-11 02:40:00.0
395,메이필드 스위트호텔,가족호텔업,,서울특별시 강서구 외발산동 426 ,"서울특별시 강서구 방화대로 94 (외발산동, 메이필드 스위트호텔)",37.5471176651686,126.818418581799,31.0,2866.56,2867.0,20170808,,3,20211012,,,,2021-10-15 02:40:00.0
396,레인보우 관광호텔,관광호텔업,,서울특별시 강서구 화곡동 924-22번지 ,서울특별시 강서구 월정로20길 56 (화곡동),37.5297296296709,126.841566737711,,3783.65,3784.0,20140901,,3,20181001,,,,2018-11-03 04:00:00.0
397,스탠다드호텔,관광호텔업,호텔,서울특별시 강서구 등촌동 505-7 ,서울특별시 강서구 공항대로 518 (등촌동),37.5510365500063,126.863580079263,50.0,2913.08,2913.0,20161229,,3,20220209,,,,2022-02-12 02:40:00.0
398,칼튼 관광호텔,관광호텔업,호텔,서울특별시 강서구 화곡동 1110-3번지 ,서울특별시 강서구 화곡로 354-10 (화곡동),37.5545344479724,126.852454112597,64.0,6141.79,6142.0,20030227,,1,,,,,2020-04-03 02:40:00.0
399,넘버25호텔 김포공항점,관광호텔업,,서울특별시 강서구 외발산동 282-2번지 ,서울특별시 강서구 남부순환로 188 (외발산동),37.5485777336956,126.819654399269,50.0,3196.41,3196.0,20030325,,1,,,,,2020-04-03 02:40:00.0
400,호텔 디아망,관광호텔업,,서울특별시 강서구 외발산동 280-1번지 ,서울특별시 강서구 남부순환로 190 (외발산동),37.5485169283182,126.819308607289,36.0,2929.61,2930.0,20091230,,1,,,,,2020-04-03 02:40:00.0
401,호텔에스,관광호텔업,,서울특별시 강서구 화곡동 918-23번지 외 2필지 ,"서울특별시 강서구 곰달래로 108 (화곡동,외 2필지)",,,88.0,6450.74,6451.0,20110720,,1,,,,,2020-04-03 02:40:00.0
402,메이필드 호텔,관광호텔업,,서울특별시 강서구 외발산동 426 ,서울특별시 강서구 방화대로 94 (외발산동),37.5471176651686,126.818418581799,0.0,36128.0,36128.0,20121031,,1,,,,,2022-01-22 02:40:00.0
403,드 어반 관광호텔,관광호텔업,,서울특별시 강서구 화곡동 904-6 ,서울특별시 강서구 곰달래로24길 35 (화곡동),37.5290017155005,126.847385703854,46.0,3334.21,3334.0,20130114,,1,,,,,2022-01-22 02:40:00.0
404,볼(Voll) 관광호텔,관광호텔업,,서울특별시 강서구 화곡동 905-8번지 ,서울특별시 강서구 강서로5나길 30 (화곡동),37.5287535117775,126.84663760906,54.0,3652.02,3652.0,20130225,,1,,,,,2020-04-03 02:40:00.0
405,제이케이블라썸호텔,관광호텔업,호텔,서울특별시 강서구 염창동 20-85번지 ,"서울특별시 강서구 양천로65길 41-22, 제이케이블라썸호텔 (염창동)",37.5567952629201,126.867687578762,336.0,11312.0,11312.0,20171227,,1,,,,,2020-04-03 02:40:00.0
406,호텔 엠펠리체,관광호텔업,호텔,서울특별시 강서구 마곡동 797-10번지 엠팰리체 701호,"서울특별시 강서구 마곡동로4길 15, 엠팰리체 7층 701호 (마곡동)",37.5598349690357,126.835254239499,118.0,8501.0,8501.0,20180209,,1,,,,,2020-04-03 02:40:00.0
407,해담채스테이,관광호텔업,,서울특별시 강서구 화곡동 921-19 ,서울특별시 강서구 곰달래로 70-1 (화곡동),37.5300336002564,126.840609200323,51.0,1704.61,1705.0,20140725,,1,,,,,2021-05-29 02:40:00.0
408,에스알호텔,관광호텔업,,서울특별시 강서구 등촌동 678-11번지 ,서울특별시 강서구 강서로 400 (등촌동),37.56113198787,126.839465822584,82.0,4833.06,4833.0,20141125,,1,,,,,2020-04-03 02:40:00.0
409,필호스텔,호스텔업,호텔,서울특별시 강서구 화곡동 72-1번지 ,"서울특별시 강서구 화곡로 248-13 (화곡동, 필호스텔)",37.5474824829345,126.846418528039,28.0,980.74,981.0,20160121,,1,,,,,2020-04-03 02:40:00.0
410,로얄스퀘어호텔,호스텔업,숙박시설,서울특별시 강서구 공항동 1375 ,"서울특별시 강서구 공항대로 30 (공항동, 로얄스퀘어호텔서울)",37.5606329850425,126.810287456585,100.0,8446.4,8446.0,20170530,,1,,,,,2021-01-20 02:40:00.0
411,나이아가라관광호텔,,,서울특별시 강서구 염창동 259-2,서울특별시 강서구 양천로 743 (염창동),37.5490959538382,126.878574182568,,,,1997-07-26,,1,,,,,2022-12-02 22:04:00.0
412,골든서울호텔,관광호텔업,,서울특별시 강서구 염창동 260-7번지 ,서울특별시 강서구 공항대로 663 (염창동),37.5479195945365,126.878034045249,260.0,12800.1,12800.0,20130925,,1,,,,,2020-04-03 02:40:00.0
413,붐 관광호텔,,,서울특별시 강서구 외발산동 282-2번지 ,서울특별시 강서구 남부순환로 188 (외발산동),37.5485777336956,126.819654399269,,,,20030325,,4,20150511,,,,2018-08-31 23:59:59.0
414,쉐라톤 서울 디큐브시티 호텔,관광호텔업,숙박시설,서울특별시 구로구 신도림동 692 ,서울특별시 구로구 경인로 662 (신도림동),37.5085848476582,126.888897552736,269.0,229988.69,229989.0,20110908,,3,20211101,,,,2021-11-03 02:40:00.0
415,호텔 트리플8,호스텔업,,서울특별시 금천구 시흥동 888-11 ,서울특별시 금천구 시흥대로56길 15 (시흥동),37.4526744421067,126.902442814766,40.0,982.8,983.0,20191122,,1,,,,,2021-04-15 02:40:00.0
416,(주)컴앤스테이 강서,,,서울특별시 강서구 등촌동 637-9,서울특별시 강서구 화곡로68길 116 (등촌동),37.5568229060379,126.859939092295,,,,20150126,,1,,,,,2021-12-09 00:02:00.0
417,한중레지던스,호스텔업,숙박시설,서울특별시 구로구 가리봉동 135-66 ,서울특별시 구로구 남부순환로105길 20 (가리봉동),37.4793383843602,126.891549238496,36.0,829.4,829.0,20190904,,1,,,,,2021-05-19 02:40:00.0
418,가리봉 호스텔,호스텔업,호텔,서울특별시 구로구 가리봉동 127-7 가리봉 호스텔 ,"서울특별시 구로구 디지털로19길 9, 가리봉 호스텔 (가리봉동)",37.4801833262148,126.889867158865,136.0,3785.69,3786.0,20191010,,1,,,,,2021-09-09 02:40:00.0
419,스튜디오 135 호스텔,호스텔업,호텔,서울특별시 구로구 가리봉동 135-18 STUDIO 135 ,"서울특별시 구로구 남부순환로105다길 9-1, STUDIO 135 (가리봉동)",37.4797512542643,126.890991826013,40.0,997.25,997.0,20191227,,1,,,,,2021-08-22 02:40:00.0
420,컬리넌호텔 구로,관광호텔업,호텔,서울특별시 구로구 구로동 1131-2 ,서울특별시 구로구 시흥대로 533 (구로동),37.4811592591278,126.899527934088,68.0,2576.42,2576.0,20180824,,1,,,,,2021-05-19 02:40:00.0
421,아단아,호스텔업,숙박시설,서울특별시 구로구 가리봉동 131-18 아단아 ,"서울특별시 구로구 디지털로19길 6-8, 아단아 (가리봉동)",37.4803073172742,126.890461897988,33.0,732.5,733.0,20180827,,1,,,,,2021-08-22 02:40:00.0
422,구로 제이에스 호스텔,호스텔업,숙박시설,서울특별시 구로구 가리봉동 135-25 구로 제이에스 호스텔 ,"서울특별시 구로구 남부순환로105길 32, 구로 제이에스 호스텔 (가리봉동)",37.4795041153879,126.891000325241,40.0,1407.41,1407.0,20180827,,1,,,,,2021-05-19 02:40:00.0
423,스토리호스텔,,,서울특별시 구로구 가리봉동 131-53,서울특별시 구로구 디지털로19길 6-14 (가리봉동),37.4805265118722,126.890731339687,,,,20190905,,1,,,,,2022-11-30 22:09:00.0
424,바모스하우스,호스텔업,숙박시설,서울특별시 구로구 가리봉동 135-30 바모스하우스 ,"서울특별시 구로구 남부순환로105다길 12, 바모스하우스 (가리봉동)",37.4796642787412,126.891254588215,29.0,683.2,683.0,20180625,,1,,,,,2021-09-04 02:40:00.0
425,호텔 베르누이,관광호텔업,숙박시설,서울특별시 구로구 오류동 31-277 ,서울특별시 구로구 경인로 229 (오류동),37.4974460795867,126.84601353033,397.0,21308.83,21309.0,20141218,,1,,,,,2021-06-18 02:40:00.0
426,코코모호텔,관광호텔업,호텔,서울특별시 구로구 구로동 569-18 서울인관광호텔 ,"서울특별시 구로구 새말로 20, 서울인관광호텔 (구로동)",37.5019768605585,126.883364679252,47.0,1604.5,1605.0,20161006,,1,,,,,2020-12-24 02:40:00.0
427,포포인츠 바이 쉐라톤 서울 구로(Four Points by Sheraton Seoul Guro),관광호텔업,,서울특별시 구로구 구로동 1128-1 ,서울특별시 구로구 디지털로32길 72 (구로동),37.4831975508948,126.898929695371,202.0,18500.83,18501.0,20101201,,1,,,,,2021-06-18 02:40:00.0
428,호텔 엔티마,,,서울특별시 영등포구 여의도동 15-13번지 ,서울특별시 영등포구 국회대로68길 24  (여의도동),37.5282855421707,126.920090017812,0.0,0.0,0.0,20010213,,3,,,,,2018-08-31 23:59:59.0
429,호텔 해담채 가산,관광호텔업,숙박시설,서울특별시 금천구 가산동 139-8 호텔 해담채 가산 ,"서울특별시 금천구 벚꽃로56길 190, 호텔 해담채 가산 (가산동)",37.4795084133545,126.888748077071,176.0,6681.02,6681.0,20180207,,3,20220307,,,,2022-03-12 02:40:00.0
430,마인드 관광호텔,,,서울특별시 금천구 가산동 141-1,서울특별시 금천구 남부순환로 1262 (가산동),37.4788469434364,126.89102626553,,,,20061220,,1,,,,,2021-10-30 23:05:00.0
431,스텔라이,호스텔업,숙박시설,서울특별시 금천구 독산동 335-8 ,서울특별시 금천구 두산로5길 7 (독산동),37.4708978793122,126.890056230528,73.0,2110.25,2110.0,20200421,,1,,,,,2022-01-15 02:40:00.0
432,이사벨관광호텔,관광호텔업,호텔,서울특별시 금천구 독산동 152-10 ,서울특별시 금천구 가산로 50 (독산동),37.471724128063,126.897498258035,57.0,4563.85,4564.0,20041102,,1,,,,,2021-04-15 02:40:00.0
433,골드리버관광호텔,관광호텔업,호텔,서울특별시 금천구 가산동 547-63 ,"서울특별시 금천구 서부샛길 584 (가산동, 골드리버관광호텔)",37.4783774768688,126.876944684353,109.0,7399.59,7400.0,20170529,,1,,,,,2021-09-04 02:40:00.0
434,SI(에스아이),호스텔업,숙박시설,서울특별시 금천구 독산동 336-28 ,서울특별시 금천구 벚꽃로 182 (독산동),37.471272864675,126.88783522643,180.0,6057.27,6057.0,20180920,,1,,,,,2021-12-22 02:40:00.0
435,(주)노보텔앰배서더독산,,,서울특별시 금천구 독산동 1030-1,서울특별시 금천구 시흥대로 378 (독산동),37.4674722181479,126.898388718998,,,,19970616,,3,20221209,,,,2021-11-01 23:05:00.0
436,스타즈호텔 독산,,,서울특별시 금천구 독산동 1156 금천롯데캐슬골드파크4차,"서울특별시 금천구 시흥대로 315, 금천롯데캐슬골드파크4차 (독산동)",37.4610556426968,126.896801292984,,,,20190527,,1,,,,,2022-11-30 22:09:00.0
437,바모스,호스텔업,호텔,서울특별시 금천구 가산동 238-74 ,서울특별시 금천구 벚꽃로 204 (가산동),37.4730077078943,126.886836334217,93.0,349.45,349.0,20181214,,1,,,,,2021-04-15 02:40:00.0
438,라스베가스 관광호텔,,,서울특별시 영등포구 영등포동2가 94-154번지 ,서울특별시 영등포구 버드나루로 23  (영등포동2가),37.5207715064241,126.912169385836,0.0,0.0,0.0,20010828,,2,,20010827,20020226,,2018-08-31 23:59:59.0
439,도도관광호텔,관광호텔업,,서울특별시 영등포구 영등포동2가 94-154번지 ,"서울특별시 영등포구 버드나루로 23 (영등포동2가, 도도관광호텔)",37.5207715064241,126.912169385836,55.0,4357.06,4357.0,19961021,,3,20170829,,,,2018-08-31 23:59:59.0
440,여의도 관광호텔,관광호텔업,,서울특별시 영등포구 여의도동 10-3번지 ,서울특별시 영등포구 은행로 62 (여의도동),37.5301885835231,126.925236202965,107.0,5619.46,5619.0,19750318,,3,20200610,,,,2020-06-12 02:40:00.0
441,영등포관광호텔,,,서울특별시 영등포구 당산동5가 33-10번지 ,서울특별시 영등포구 선유동2로 72  (당산동5가),37.5346691661854,126.898751317075,0.0,0.0,0.0,19880906,,3,20040517,,,,2018-08-31 23:59:59.0
442,영등포 칸 관광호텔,관광호텔업,호텔,서울특별시 영등포구 영등포동7가 94-93 ,서울특별시 영등포구 버드나루로 74 (영등포동7가),37.5250507639309,126.90994526239,59.0,3469.8,3470.0,20150518,,3,20210205,,,,2021-02-18 02:40:00.0
443,토브 호텔 앤 레지던스,가족호텔업,호텔,서울특별시 영등포구 양평동6가 8번지 ,서울특별시 영등포구 양평로28길 11 (양평동6가),37.5408554972944,126.890543107506,149.0,7817.08,7817.0,20160830,,3,20200413,,,,2020-04-16 02:40:00.0
444,(주)래도호텔엔티마,,,서울특별시 영등포구 여의도동 15-13번지 ,서울특별시 영등포구 국회대로68길 24  (여의도동),37.5282855421707,126.920090017812,0.0,0.0,0.0,20010406,,3,20041210,,,,2018-08-31 23:59:59.0
445,라마다 서울 신도림 호텔,,,서울특별시 구로구 신도림동 432-30,서울특별시 구로구 경인로 624 (신도림동),37.506233737712,126.885378343602,,,,2017-11-10,,1,,,,,2022-12-03 23:03:00.0
446,R 호텔,관광호텔업,숙박시설,서울특별시 영등포구 영등포동1가 121-6번지 ,"서울특별시 영등포구 경인로108길 14 (영등포동1가, 레인보우 관광호텔)",37.5172150369558,126.912007161286,92.0,5827.26,5827.0,20090921,,3,20180426,,,,2018-08-31 23:59:59.0
447,이도,호스텔업,,서울특별시 영등포구 당산동3가 136번지 외 1필지 ,서울특별시 영등포구 국회대로36길 2-1 (당산동3가),,,27.0,673.47,673.0,20190722,,1,,,,,2019-09-11 02:40:00.0
448,가예,호스텔업,,서울특별시 영등포구 양평동1가 164-7번지 ,서울특별시 영등포구 선유로23길 3 (양평동1가),37.5228436490055,126.889735023673,34.0,851.67,852.0,20191030,,1,,,,,2019-11-13 02:40:00.0
449,따담,가족호텔업,,서울특별시 영등포구 당산동2가 30-8번지 ,서울특별시 영등포구 영등포로 93 (당산동2가),37.5222884284079,126.891952376768,42.0,1332.96,1333.0,20180105,,1,,,,,2018-12-15 02:40:00.0
450,서울H,호스텔업,숙박시설,서울특별시 영등포구 양평동3가 30-3번지 ,서울특별시 영등포구 양산로1길 13 (양평동3가),37.5265964234018,126.884930085748,33.0,730.94,731.0,20200616,,1,,,,,2020-06-24 02:40:00.0
451,상상그린 G. HOUSE,,,서울특별시 영등포구 양평동3가 33-5,서울특별시 영등포구 선유서로31길 10-4 (양평동3가),37.5268219239006,126.885558403004,,,,20211202,,1,,,,,2021-11-01 23:04:00.0
452,바모스,호스텔업,숙박시설,서울특별시 영등포구 영등포동2가 317-2 엔와이호스텔 ,서울특별시 영등포구 영등포로47길 8-1 (영등포동2가),37.5199877866606,126.908687573775,21.0,447.6,448.0,20200707,,1,,,,,2021-03-28 02:40:00.0
453,SH호스텔,호스텔업,,서울특별시 영등포구 당산동1가 186-51 SH호스텔 ,"서울특별시 영등포구 영등포로25길 20, SH호스텔 (당산동1가)",37.5227403228607,126.898499788175,0.0,836.55,837.0,20200812,,1,,,,,2021-08-22 02:40:00.0
454,Chateau 관광호텔,관광호텔업,숙박시설,서울특별시 영등포구 양평동1가 28-15 ,서울특별시 영등포구 선유로 100 (양평동1가),37.5227841504734,126.890377768386,34.0,947.12,947.0,20161115,,1,,,,,2021-02-20 02:40:00.0
455,호텔 지엠에스[HOTEL GMS],관광호텔업,호텔,서울특별시 영등포구 영등포동3가 11-3번지 ,"서울특별시 영등포구 경인로 867 (영등포동3가, GMS호텔)",37.5174973892017,126.909005070845,0.0,7665.21,7665.0,20161230,,1,,,,,2019-08-01 02:40:00.0
456,셀립 여의,관광호텔업,호텔,서울특별시 영등포구 신길동 65-85 ,서울특별시 영등포구 영등포로 389 (신길동),37.5138972878346,126.921625227718,0.0,4886.43,4886.0,20161230,,1,,,,,2021-05-19 02:40:00.0
457,여울,호스텔업,,서울특별시 영등포구 영등포동2가 34-138번지 ,서울특별시 영등포구 영등포로47길 11-1 (영등포동2가),37.5204295441725,126.90856577036,0.0,599.79,600.0,20170704,,1,,,,,2018-08-31 23:59:59.0
458,가온누리,호스텔업,,서울특별시 영등포구 당산동2가 29번지 ,서울특별시 영등포구 선유동1로 6-18 (당산동2가),37.5223189353686,126.892504261101,0.0,938.98,939.0,20170818,,1,,,,,2018-08-31 23:59:59.0
459,다담,호스텔업,,서울특별시 영등포구 당산동1가 394-1번지 ,서울특별시 영등포구 당산로16길 13-1 (당산동1가),37.522626362271,126.89757922862,0.0,393.67,394.0,20171031,,1,,,,,2019-05-12 02:40:00.0
460,베스트웨이,호스텔업,,서울특별시 영등포구 당산동1가 316-1번지 ,서울특별시 영등포구 당산로20길 6 (당산동1가),37.5234437162757,126.896814178492,0.0,490.75,491.0,20171031,,1,,,,,2018-08-31 23:59:59.0
461,씨엘 관광호텔,,,서울특별시 영등포구 영등포동4가 163-7,서울특별시 영등포구 영신로32길 8 (영등포동4가),37.5190831910228,126.901848973565,,,,20150409,,1,,,,,2021-12-06 23:03:00.0
462,호텔조커Ⅱ,소형호텔업,숙박시설,서울특별시 영등포구 양평동3가 30-26번지 ,서울특별시 영등포구 양산로1길 5 (양평동3가),37.5263877002763,126.884048675933,27.0,731.0,731.0,20150225,,1,,,,,2018-08-31 23:59:59.0
463,노바루스관광호텔,관광호텔업,호텔,서울특별시 영등포구 양평동1가 9-28번지 ,서울특별시 영등포구 선유로 88-6 (양평동1가),37.5216594644489,126.890707355286,0.0,1140.11,1140.0,20141103,,1,,,,,2018-08-31 23:59:59.0
464,브이아이피(VIP),,,서울특별시 영등포구 영등포동1가 75-5,"서울특별시 영등포구 경인로114나길 6 (영등포동1가, VIP빌딩)",37.5175795583424,126.913437199607,,,,20161220,,1,,,,,2021-12-06 22:09:00.0
465,켄싱턴호텔 여의도,,,서울특별시 영등포구 여의도동 13-3,서울특별시 영등포구 국회대로76길 16 (여의도동),37.5302591702075,126.921816732275,,,,20010219,,1,,,,,2021-12-07 23:01:00.0
466,콘래드 서울 호텔,관광호텔업,호텔,서울특별시 영등포구 여의도동 23 ,서울특별시 영등포구 국제금융로 10 (여의도동),37.5249785804444,126.925298305571,434.0,93115.1,93115.0,20121023,,1,,,,,2022-03-27 02:40:00.0
467,갤럭시 관광호텔,관광호텔업,호텔,서울특별시 영등포구 당산동 121-159 ,"서울특별시 영등포구 버드나루로 90 (당산동, 스카이리버)",37.5263312475229,126.909095479487,88.0,3397.12,3397.0,20150123,,1,,,,,2021-03-17 02:40:00.0
468,더 스테이트 선유호텔,가족호텔업,,서울특별시 영등포구 양평동5가 62-3번지 더 스테이트 선유 호텔 ,서울특별시 영등포구 양평로 132 (양평동5가),37.5385010818505,126.893384632634,146.0,9317.87,9318.0,20180109,,1,,,,,2018-12-15 02:40:00.0
469,베니키아 호텔 카카오,관광호텔업,호텔,서울특별시 영등포구 영등포동1가 100번지 코코아관광호텔 ,"서울특별시 영등포구 경인로108길 15, 코코아관광호텔 (영등포동1가)",37.5174691148632,126.911879607512,44.0,1574.46,1574.0,20180607,,1,,,,,2018-12-15 02:40:00.0
470,더 리베라,호스텔업,숙박시설,서울특별시 영등포구 당산동1가 311번지 ,서울특별시 영등포구 당산로20길 5-1 (당산동1가),37.5235952025818,126.896949267573,49.0,1252.4,1252.0,20181212,,1,,,,,2018-12-14 02:20:16.0
471,맨하탄,,,서울특별시 영등포구 여의도동 13-3번지 1층 ,"서울특별시 영등포구 국회대로76길 16  (여의도동,1층)",37.5302591702075,126.921816732275,0.0,0.0,0.0,19960704,,4,,,,,2018-08-31 23:59:59.0
472,글래드호텔앤리조트(주) 글래드 여의도,,,서울특별시 영등포구 여의도동 17-5,서울특별시 영등포구 의사당대로 16 (여의도동),37.5274439943249,126.917323278509,,,,20141230,,1,,,,,2021-10-31 22:07:00.0
473,호텔AROZO,,,서울특별시 영등포구 양평동3가 30-8,서울특별시 영등포구 양산로1길 3-1 (양평동3가),37.5263466828545,126.883934705063,,,,20150225,,1,,,,,2021-12-05 21:00:00.0
474,라스베가스,,,서울특별시 영등포구 영등포동2가 94-154번지 ,서울특별시 영등포구 버드나루로 23  (영등포동2가),37.5207715064241,126.912169385836,0.0,0.0,0.0,19961028,,4,,,,,2018-08-31 23:59:59.0
475,"스카이라운지,나이트",,,서울특별시 영등포구 여의도동 13-3번지 ,서울특별시 영등포구 국회대로76길 16  (여의도동),37.5302591702075,126.921816732275,0.0,0.0,0.0,19961119,,4,,,,,2018-08-31 23:59:59.0
476,맨하탄단란주점,,,서울특별시 영등포구 여의도동 13-3번지 ,서울특별시 영등포구 국회대로76길 16  (여의도동),37.5302591702075,126.921816732275,0.0,0.0,0.0,19970303,,4,,,,,2018-08-31 23:59:59.0
