,사업장명,지번주소,도로명주소,위도,경도,인허가일자,인허가취소일자,영업상태코드,폐업일자,휴업시작일자,휴업종료일자,재개업일자
224,(주)조선호텔앤리조트 포포인츠 조선 명동,서울특별시 중구 저동2가 89 포포인츠바이쉐라톤서울명동 ,"서울특별시 중구 삼일대로10길 36, 포포인츠바이쉐라톤서울명동 (저동2가)",37.5655531814386,126.989413579165,20201028,,1,,,,
225,유에이치 스위트 더 서울,서울특별시 중구 만리동1가 33-1 ,"서울특별시 중구 만리재로 211, 2.3.4.9.10층 (만리동1가)",37.5563064907511,126.968173023032,20210210,,1,,,,
226,디어스명동,서울특별시 중구 남학동 13-2 ,서울특별시 중구 퇴계로 176 (남학동),37.560798775042,126.991270767268,20180626,,1,,,,
227,(주)조선호텔앤리조트 레스케이프,서울특별시 중구 회현동1가 194-19 ,서울특별시 중구 퇴계로 67 (회현동1가),,,20180719,,1,,,,
228,르릿,서울특별시 중구 광희동2가 228,서울특별시 중구 장충단로10길 27 (광희동2가),37.5636406210671,127.008556729665,20180831,,1,,,,
229,스타즈호텔명동2호점,서울특별시 중구 충무로3가 58-8,서울특별시 중구 수표로 16 (충무로3가),37.5625699163032,126.990770739497,20150122,,1,,,,
230,노보텔 앰배서더 서울 동대문 호텔,서울특별시 중구 을지로6가 58-5,서울특별시 중구 을지로 238 (을지로6가),37.5662707688028,127.004349541813,20180702,,1,,,,
231,노보텔 앰배서더 서울 동대문 레지던스,서울특별시 중구 을지로6가 58-5,서울특별시 중구 을지로 238 (을지로6가),37.5662707688028,127.004349541813,20180702,,1,,,,
232,ENA 스위트 호텔,서울특별시 중구 서소문동 120-13 E.N.A 스위트 호텔,"서울특별시 중구 세종대로11길 36, E.N.A 스위트 호텔 (서소문동)",37.5623104258549,126.973890661975,20180823,,1,,,,
233,케이 게스트하우스 동대문프리미엄점,서울특별시 중구 광희동2가 360번지 3-7층 ,"서울특별시 중구 장충단로 213, 3-7층 (광희동2가, 동훈빌딩)",,,20160322,,1,,,,
234,96번지,서울특별시 중구 광희동2가 96번지 ,"서울특별시 중구 퇴계로 343-1 (광희동2가, 동양빌딩)",37.5648174997403,127.009753369678,20160405,,1,,,,
235,코트야드 메리어트 남대문호텔,서울특별시 중구 남대문로4가 17-23 ,"서울특별시 중구 남대문로 9 (남대문로4가, 남대문호텔)",37.5611903981746,126.976924671117,20160502,,1,,,,
236,트레블로지 동대문 호텔,서울특별시 중구 을지로5가 273-4 ,서울특별시 중구 동호로 359 (을지로5가),37.566413731834,127.001885291771,20160624,,1,,,,
237,호텔스카이파크명동Ⅱ,서울특별시 중구 을지로2가 195-8 ,"서울특별시 중구 명동9길 22 (을지로2가, 호텔스카이파크 2)",37.5649212915933,126.985051301865,20161020,,1,,,,
238,서울호스텔,서울특별시 중구 광희동2가 43-1 3~6층 ,"서울특별시 중구 퇴계로 329, 3~6층 (광희동2가)",,,20161214,,1,,,,
239,알로프트서울명동호텔,서울특별시 중구 명동2가 104 ,서울특별시 중구 남대문로 56 (명동2가),37.5622744476346,126.981924112804,20170112,,1,,,,
240,트레블로지 명동 을지로 호텔,서울특별시 중구 을지로2가 101-1,서울특별시 중구 수표로 61 (을지로2가),37.5666103163777,126.989372567883,20150410,,1,,,,
241,호텔 스카이파크 킹스타운 동대문지점,서울특별시 중구 을지로6가 17-2번지 ,"서울특별시 중구 장충단로13길 20 (을지로6가, 현대시티타워)",37.5686434582653,127.007732349005,20160610,,1,,,,
242,나인트리 프리미어호텔 명동2,서울특별시 중구 초동 72-10 ,서울특별시 중구 마른내로 28 (초동),37.5643461525469,126.99092434126,20170306,,1,,,,
243,남산호스텔,서울특별시 중구 남산동2가 45-10번지 ,"서울특별시 중구 퇴계로18길 67 (남산동2가, 기사빌딩)",37.5580914957517,126.984580264094,20170313,,1,,,,
244,G2 호텔,서울특별시 중구 저동2가 48-27,서울특별시 중구 수표로 24 (저동2가),37.5633560118069,126.990469456384,20170320,,1,,,,
245,라마다서울동대문호텔(정광개발주식회사),서울특별시 중구 을지로5가 275-3,"서울특별시 중구 동호로 354 (을지로5가, 극동 스타클래스)",37.5659766448187,127.002612635111,20160219,,1,,,,
246,리플러스 호스텔,서울특별시 중구 광희동2가 163-2번지 ,서울특별시 중구 퇴계로66길 7-1 (광희동2가),37.5640024888599,127.009378843145,20170504,,1,,,,
247,호텔더디자이너스 디디피,서울특별시 중구 쌍림동 155-1 호텔더디자이너스디디피 ,"서울특별시 중구 퇴계로 293, 호텔더디자이너스디디피 (쌍림동)",37.5638107878491,127.004100615939,20180201,,1,,,,
248,사보이호텔,서울특별시 중구 충무로1가 23-1 ,서울특별시 중구 명동8나길 10 (충무로1가),37.5617233781504,126.984304594467,19630623,,1,,,,
249,메트로호텔,서울특별시 중구 을지로2가 199-33 ,서울특별시 중구 명동9가길 14 (을지로2가),37.5651278052369,126.983728658806,19630626,,1,,,,
250,오리엔스 호텔 앤 레지던스,서울특별시 중구 예장동 2-19번지 ,서울특별시 중구 삼일대로2길 50 (예장동),37.560056985019,126.991280360958,20150217,,1,,,,
251,스테이비호텔 명동,서울특별시 중구 충무로3가 30-1 ,서울특별시 중구 충무로 23-1 (충무로3가),37.5633307696452,126.99281330044,20150317,,1,,,,
252,호텔 도마,서울특별시 중구 충무로4가 125-11 ,서울특별시 중구 퇴계로 216 (충무로4가),37.5613295303979,126.995812822446,20150325,,1,,,,
253,모닝스카이호텔,서울특별시 중구 오장동 90-24 ,서울특별시 중구 퇴계로45길 32-37 (오장동),37.5640961144595,126.999898132203,20150116,,1,,,,
254,하센영인호텔,서울특별시 중구 예장동 1-43 ,서울특별시 중구 필동로8길 77 (예장동),37.5565516012023,126.993197388539,20150126,,1,,,,
255,호텔마누,서울특별시 중구 남대문로5가 84-16 ,서울특별시 중구 퇴계로 19 (남대문로5가),37.5571437019479,126.974921233936,20121130,,1,,,,
256,서울 엔 호스텔,서울특별시 중구 오장동 139-20,서울특별시 중구 동호로 343 (오장동),37.5649925873665,127.002084919231,2015-02-12,,3,2023-03-21,,,
257,프레이저플레이스남대문,서울특별시 중구 남대문로4가 17-7 ,서울특별시 중구 세종대로 58 (남대문로4가),37.5613764460906,126.97642853561,20130610,,1,,,,
258,퍼시픽호텔,서울특별시 중구 남산동2가 31-1번지 ,서울특별시 중구 퇴계로20길 2 (남산동2가),37.5597267346887,126.985441904697,19750214,,1,,,,
259,플라자호텔,서울특별시 중구 태평로2가 23 ,서울특별시 중구 소공로 119 (태평로2가),37.5646711366935,126.977913420541,19760901,,1,,,,
260,호텔신라,서울특별시 중구 장충동2가 202 ,서울특별시 중구 동호로 249 (장충동2가),37.5567184328212,127.005728706384,19781223,,1,,,,
261,로얄호텔서울,서울특별시 중구 명동1가 6-3 ,서울특별시 중구 명동길 61 (명동1가),37.5643158957723,126.985644747898,19870907,,1,,,,
262,크리에이터 타운 소공,서울특별시 중구 북창동 93-43 외2 ,서울특별시 중구 남대문로5길 17-5 (북창동),37.5623367979766,126.978691229493,20130617,,1,,,,
263,써미트호텔,서울특별시 중구 장충동1가 31-7 ,서울특별시 중구 장충단로 198 (장충동1가),37.5622482401888,127.006886998465,20131008,,1,,,,
264,스카이파크호텔 동대문1호점,서울특별시 중구 오장동 206-2,서울특별시 중구 동호로 335 (오장동),37.5641981790909,127.002078445456,20140708,,1,,,,
265,크리에이터 타운 을지로,서울특별시 중구 예관동 70-2 ,서울특별시 중구 창경궁로 20 (예관동),37.5641531399928,126.998662361618,20140814,,1,,,,
266,코리아나호텔,서울특별시 중구 태평로1가 51-1 ,"서울특별시 중구 세종대로 135 (태평로1가, 코리아나호텔)",,,19870708,,1,,,,
267,나인트리호텔 명동,서울특별시 중구 충무로2가 63-2,서울특별시 중구 명동10길 51 (충무로2가),37.5615886250724,126.986025451697,20121206,,1,,,,
268,뉴서울호텔,서울특별시 중구 태평로1가 29-1 ,서울특별시 중구 세종대로22길 16 (태평로1가),37.5679890102457,126.978160784884,19691015,,1,,,,
269,(주)조선호텔앤리조트,서울특별시 중구 소공동 87-1 ,서울특별시 중구 소공로 106 (소공동),37.5644389782816,126.980099468802,19700605,,1,,,,
270,(주)서울렉스호텔,서울특별시 중구 회현동1가 65 ,서울특별시 중구 퇴계로10길 23 (회현동1가),37.5586774296558,126.980979490732,19700112,,1,,,,
271,체이슨 엠(CHASON M),서울특별시 동대문구 휘경동 319-19,서울특별시 동대문구 회기로 188-12 (휘경동),37.5893623560552,127.05663838509,20161018,,1,,,,
272,BORJOMI  BOUTIQUE  SEOUL,서울특별시 동대문구 장안동 429-1번지 ,서울특별시 동대문구 천호대로83길 98 (장안동),37.5660765771423,127.067029422773,20140225,,3,20170427,,,
273,트레블로지 명동 시티홀 호텔,서울특별시 중구 북창동 17-1,서울특별시 중구 세종대로16길 22 (북창동),37.5632130007629,126.97810954806,2013-06-10,,1,,,,
274,라마다호텔앤스위트 서울센트럴,서울특별시 중구 순화동 151번지 외 1필지 C동 ,"서울특별시 중구 칠패로 27  (순화동,외 1필지 C동)",,,20080111,20110105.0,4,,,,
275,맹그로브 동대문,서울특별시 중구 광희동2가 238-1,서울특별시 중구 퇴계로 334 (광희동2가),37.5641304805364,127.00872407533,20141029,,1,,,,
276,호텔 국도,서울특별시 중구 을지로4가 310,서울특별시 중구 을지로 164 (을지로4가),37.5661333888558,126.996293609048,20070403,,1,,,,
277,(주)씨디엘호텔코리아(밀레니엄 힐튼 서울),서울특별시 중구 남대문로5가 395,서울특별시 중구 소월로 50 (남대문로5가),37.5553075834842,126.975465985743,19890504,,3,20221231,,,
278,I.T.W호텔,서울특별시 용산구 이태원동 126-7 ,서울특별시 용산구 우사단로14길 11 (이태원동),37.5342536311424,126.996296545021,20131001,,3,20220223,,,
279,호텔 엘르인,서울특별시 용산구 갈월동 98-14 ,서울특별시 용산구 한강대로71길 24 (갈월동),37.5404110062951,126.972195835908,20140922,,3,20211013,,,
280,해밀톤관광호텔,"서울특별시 용산구 이태원동 119-24번지 119-24,25,108-9,123-10~15,116-1,116-5,112-7,112-15 ",서울특별시 용산구 이태원로 179 (이태원동),,,19750729,,1,,,,
281,크라운관광호텔,"서울특별시 용산구 이태원동 34-69 36-69, 34-159, 44-64",서울특별시 용산구 녹사평대로 140 (이태원동),,,19800520,,3,20220624,,,
282,서울미라마(유)그랜드하얏트서울,서울특별시 용산구 한남동 747-7 ,서울특별시 용산구 소월로 322 (한남동),37.5395437131048,126.99781350259,19780515,,1,,,,
283,임피리얼팰리스 부티크호텔(Imperial Palace Boutique Hotel),서울특별시 용산구 한남동 737-32번지 ,서울특별시 용산구 이태원로 221 (한남동),37.5353399249176,126.998398121891,19880928,,1,,,,
284,가야라트리호텔,서울특별시 용산구 갈월동 98-11번지 ,서울특별시 용산구 한강대로 253 (갈월동),37.5408337176843,126.972419039532,19900116,,1,,,,
285,에이원호텔,서울특별시 용산구 이태원동 64-32번지 ,"서울특별시 용산구 이태원로20길 2-8 (이태원동, 에이원호텔)",37.5340426485904,126.991631412365,20161206,,1,,,,
286,호텔 더 디자이너스,서울특별시 용산구 갈월동 69-27 ,서울특별시 용산구 한강대로 305 (갈월동),37.5455498919363,126.971585248432,20170125,,1,,,,
287,케이 그랜드 호텔 서울(K-Grand Hotel Seoul),서울특별시 용산구 동자동 43-59,"서울특별시 용산구 한강대로 385, 3~4층 (동자동)",37.5528367870586,126.972254934739,20161227,,1,,,,
288,(주)서부티엔디 그랜드 머큐어 앰버서더 서울 용산,서울특별시 용산구 한강로3가 40-969,"서울특별시 용산구 청파로20길 95 (한강로3가, 서울드래곤시티)",37.5319146846199,126.962788981096,20170929,,1,,,,
289,(주)조선호텔앤리조트 포포인츠 조선 서울역,서울특별시 용산구 동자동 56,서울특별시 용산구 한강대로 366 (동자동),37.5508614716888,126.972783927831,20150424,,1,,,,
290,몬드리안 서울 이태원,서울특별시 용산구 이태원동 22-76,서울특별시 용산구 장문로 23 (이태원동),37.5289634499773,126.993294700444,1998-08-22,,1,,,,
291,(주)서부티엔디 노보텔 스위트 앰배서더 서울 용산,서울특별시 용산구 한강로3가 40-969번지 ,"서울특별시 용산구 청파로20길 95 (한강로3가, 서울드래곤시티)",37.5319146846199,126.962788981096,20170929,,1,,,,
292,호텔 이노스테이,서울특별시 성동구 용답동 68-2 ,서울특별시 성동구 천호대로 302 (용답동),37.5656666567543,127.053755178391,20161209,,3,20210831,,,
293,비젼관광호텔,서울특별시 성동구 도선동 2번지 비전호텔 ,"서울특별시 성동구 고산자로 277 (도선동, 비전호텔)",37.5644502581506,127.035853332613,20050429,,3,20200428,,,
294,아모렉스 관광호텔,"서울특별시 성동구 도선동 72번지 외 2필지(73, 74번지) ","서울특별시 성동구 왕십리로20길 19 (도선동, 아모렉스 관광호텔)",,,20080909,,1,,,,
295,새턴호텔(SATURN HOTEL),서울특별시 성동구 용답동 228-6번지 ,서울특별시 성동구 자동차시장1길 29 (용답동),37.5614392563362,127.060842679255,20130205,,1,,,,
296,케이그랜드 호스텔(K-Grand Hostel),서울특별시 성동구 하왕십리동 966-68번지 ,"서울특별시 성동구 왕십리로 339-1, 6~10층 (하왕십리동)",37.5630176126847,127.03198998822,20170307,,1,,,,
297,호텔스타건대,서울특별시 광진구 구의동 633-4번지 ,서울특별시 광진구 광나루로30길 3 (구의동),37.5448931162715,127.082435046814,20171226,,3,20191021,,,
298,한강관광호텔,서울특별시 광진구 광장동 188-2번지 ,서울특별시 광진구 아차산로78길 147 (광장동),37.5474326193749,127.10944613989,20010322,,3,20060828,,,
299,(주)워커힐,서울특별시 광진구 광장동 산 21-0번지 ,,,,20001108,,3,20060828,,,
300,한강관광호텔,서울특별시 광진구 광장동 188-2번지 4통3반 한강관광호텔 ,서울특별시 광진구 아차산로78길 147 (광장동),37.5474326193749,127.10944613989,20010220,,3,20200121,,,
301,더 클래식 500 펜타즈,서울특별시 광진구 자양동 227-342번지 ,서울특별시 광진구 능동로 90 (자양동),37.5387886228742,127.071136706369,20120509,,1,,,,
302,호텔 컬리넌 왕십리,서울특별시 성동구 도선동 86,서울특별시 성동구 무학로2길 47 (도선동),37.5626318175411,127.034815354151,20131223,,1,,,,
303,호텔 포코(POCO),서울특별시 성동구 성수동2가 317-5,서울특별시 성동구 성수이로 96 (성수동2가),37.543452457472,127.057044375115,20140922,,3,20221230,,,
304,호텔더디자이너스건대,서울특별시 광진구 중곡동 638-3번지 ,서울특별시 광진구 천호대로 521 (중곡동),37.5586815011241,127.076604466456,20160614,,1,,,,
305,호텔부티크나인,서울특별시 광진구 능동 276-1 ,서울특별시 광진구 천호대로 560 (능동),37.556531722677,127.080132872127,20170116,,1,,,,
306,호텔더디자이너스프리미어건대,서울특별시 광진구 화양동 23-15 ,서울특별시 광진구 동일로 172 (화양동),37.5473360290736,127.067319078571,20180205,,1,,,,
307,(주)서부티엔디 이비스 스타일 앰배서더 서울 용산,서울특별시 용산구 한강로3가 40-969 서울드래곤시티,"서울특별시 용산구 청파로20길 95, 서울드래곤시티 (한강로3가)",37.5319146846199,126.962788981096,2017-09-29,,1,,,,
308,K City Hotel,서울특별시 동대문구 전농동 620-4번지 ,서울특별시 동대문구 왕산로 192-2 (전농동),37.5795811067678,127.044612389096,20140227,,3,20190513,,,
309,라마다앙코르 동대문지점,서울특별시 동대문구 신설동 98-24번지 ,서울특별시 동대문구 왕산로 22 (신설동),37.5761833319803,127.0260733141,20140711,,3,20160201,,,
310,(주)경남관광호텔,서울특별시 동대문구 장안동 366-7 ,서울특별시 동대문구 장한로 110 (장안동),37.5702487677134,127.070968071557,19821110,,3,20201224,,,
311,부림관광호텔,서울특별시 동대문구 전농동 620-27번지 ,서울특별시 동대문구 답십리로1길 39-5 (전농동),37.5794673820108,127.044901005969,19840215,,3,20160304,,,
312,알프스관광호텔,서울특별시 동대문구 장안동 365-8번지 ,서울특별시 동대문구 장한로 96  (장안동),37.5690696539206,127.070031404859,19990726,,3,20040204,,,
313,동경호텔,서울특별시 동대문구 장안동 373-4번지 ,서울특별시 동대문구 한천로24길 77 (장안동),37.5691066785101,127.068970811731,20141030,,3,20190222,,,
314,동서울 관광호텔,서울특별시 광진구 구의동 595,서울특별시 광진구 구의강변로 38 (구의동),37.5341667646454,127.091887383689,19910413,,1,,,,
315,SK 네트웍스 (주) 워커힐,서울특별시 광진구 광장동 산 21-0,서울특별시 광진구 워커힐로 177 (광장동),,,19950305,,1,,,,
316,휴호스텔,서울특별시 광진구 구의동 246-8 4층~5층,"서울특별시 광진구 자양로18길 26, 4층 (구의동)",37.5376725045511,127.085104029472,20180228,,1,,,,
317,호텔케이월드,서울특별시 광진구 자양동 24-6 호텔케이월드,"서울특별시 광진구 동일로 90, 호텔케이월드 (자양동)",37.5405596707798,127.06347411731,20180621,,1,,,,
318,드씨엘관광호텔,서울특별시 중랑구 묵동 181-64 ,서울특별시 중랑구 동일로 866 (묵동),37.6077824519374,127.07869549348,20160219,,1,,,,
319,라코지스테이서울,서울특별시 중랑구 상봉동 128-40 ,서울특별시 중랑구 망우로 232 (상봉동),37.5942880364973,127.078441568439,20190813,,1,,,,
320,디 에블린,서울특별시 동대문구 장안동 465-4,서울특별시 동대문구 장한로2길 48 (장안동),37.5617104432638,127.067497596495,20170512,,3,20220831,,,
321,리비에르,서울특별시 성북구 동선동1가 91 리비에르 호텔 ,"서울특별시 성북구 동소문로20나길 33 (동선동1가, 리비에르 호텔)",37.5925881873927,127.018285331339,20140905,,3,20211015,,,
322,홀리데이 인 서울 성북,서울특별시 성북구 종암동 3-1343번지 ,서울특별시 성북구 종암로 123 (종암동),37.6009931754056,127.033164257285,19900407,,3,20180209,,,
323,아리랑힐 호텔 동대문,서울특별시 성북구 동선동4가 26 ,"서울특별시 성북구 아리랑로 8 (동선동4가, 베스트웨스턴성북관광호텔)",37.593585838876,127.016568539209,20150907,,1,,,,
324,티제이 관광호텔,서울특별시 강서구 외발산동 215 ,서울특별시 강서구 남부순환로 196 (외발산동),37.5479453152332,126.82006240037,20030903,,1,,,,
325,와이호텔,서울특별시 은평구 응암동 596-1번지 ,서울특별시 은평구 응암로9길 6-11 (응암동),37.5878572776833,126.915904174722,20180928,,1,,,,
326,위고인,서울특별시 서대문구 대현동 104-48 위고인 호스텔 6~8층,"서울특별시 서대문구 신촌로 141, 위고인호스텔 (대현동)",37.557021911103,126.941600754782,20200309,,1,,,,
327,호텔 디 아티스트 성신여대점,서울특별시 성북구 동선동1가 120-12번지 호텔 디 아티스트 동선점 ,서울특별시 성북구 동소문로 126 (동선동1가),37.5939080663071,127.018757829959,20171116,,1,,,,
328,루체르니 관광호텔,서울특별시 강북구 우이동 산 14-3번지 ,,37.6469913882671,127.005518413324,20020927,,3,20090807,,,
329,베니키아 리치다이아몬드호텔,서울특별시 강북구 수유동 274-1 ,서울특별시 강북구 삼양로 500-18 (수유동),37.6475106264232,127.015579731076,20131029,,1,,,,
330,영호스텔,서울특별시 강북구 수유동 570-2번지 영호스텔 ,"서울특별시 강북구 4.19로 26 (수유동, 모텔 영)",37.6477074292874,127.011393642552,20161208,,1,,,,
331,소피아관광호텔,서울특별시 도봉구 쌍문동 88-1번지 ,서울특별시 도봉구 도봉로 511 (쌍문동),37.6510853835812,127.035785476457,19900905,,3,20190517,,,
332,D.H 네상스,"서울특별시 성북구 동선동1가 92-20 외 3필지(92-21, 92-26, 92-27)",서울특별시 성북구 동소문로20나길 39 (동선동1가),,,20111214,,1,,,,
333,호텔아카데미하우스,서울특별시 강북구 수유동 산 76,서울특별시 강북구 4.19로 135 (수유동),37.6406584019352,127.001367447823,19980713,,2,,20210705,20220704,
334,쏠라리움씨티,서울특별시 강북구 번동 443-6,서울특별시 강북구 덕릉로 111 (번동),37.6351692502231,127.026076576838,20140325,,2,,20221128,20230531,
335,파라스파라 서울,서울특별시 강북구 우이동 346 파라스파라 서울,"서울특별시 강북구 삼양로 689, 파라스파라 서울 (우이동)",37.664154015446,127.009765105915,20210826,,1,,,,
336,호텔 빅토리아,서울특별시 강북구 미아동 42-8,서울특별시 강북구 도봉로 16 (미아동),37.6105932282419,127.03081764695,19910416,,2,,20230101,20241231,
337,더데이 관광호텔,서울특별시 도봉구 도봉동 560-16번지 ,"서울특별시 도봉구 도봉로 903 (도봉동, 더데이호텔)",37.6851120992549,127.045641433422,20170525,,1,,,,
338,(주)써클관광개발 호텔베이 204,서울특별시 도봉구 방학동 705-13번지 ,서울특별시 도봉구 도봉로 710 (방학동),37.6678124335616,127.043649928635,20170706,,1,,,,
339,세피아관광호텔,서울특별시 노원구 상계동 706번지 ,서울특별시 노원구 노해로75길 20-17 (상계동),37.6549472507235,127.058211241322,20140213,,3,20150204,,,
340,프라임인서울호텔,서울특별시 은평구 불광동 302-13 ,서울특별시 은평구 통일로 816 (불광동),37.6168781862647,126.923888268248,20050218,,3,20210730,,,
341,호텔디아티스트 연신내점,서울특별시 은평구 갈현동 393-9번지 ,서울특별시 은평구 통일로 891 (갈현동),37.6224972062881,126.919426192045,20190307,,1,,,,
342,호텔루 136,서울특별시 은평구 녹번동 141-57번지 ,"서울특별시 은평구 진흥로 136, 호텔루 136 (녹번동)",37.6077401912663,126.925318899784,20200514,,1,,,,
343,폼호텔,서울특별시 은평구 대조동 186-33번지 ,서울특별시 은평구 연서로28길 21-1 (대조동),37.6170677931188,126.922152489893,20171031,,1,,,,
344,벨라지오 관광호텔,서울특별시 은평구 불광동 285-14번지 ,서울특별시 은평구 진흥로 205 (불광동),37.6094598079246,126.932007160831,20051115,,1,,,,
345,호텔씨에스에비뉴,서울특별시 은평구 응암동 30-2 ,서울특별시 은평구 통일로 585-1 (응암동),37.5990904204633,126.936400435479,20141031,,1,,,,
346,시안호텔,서울특별시 은평구 대조동 15-136 ,서울특별시 은평구 진흥로 169 (대조동),37.6087906378493,126.928491909253,20181026,,1,,,,
347,호텔미라보,서울특별시 서대문구 대현동 104-36번지 ,,37.55684321267,126.942455821627,19900905,,3,20070821,,,
348,포레스타호텔,서울특별시 은평구 대조동 15-132,서울특별시 은평구 진흥로 179 (대조동),37.6085950616654,126.929437539363,20191025,,1,,,,
349,호텔 맥,서울특별시 은평구 불광동 486-22,서울특별시 은평구 통일로80길 7 (불광동),37.620089878129,126.921325064046,20161228,,1,,,,
350,호텔 그레이스리 서울,서울특별시 중구 남대문로4가 17-19,서울특별시 중구 세종대로12길 12 (남대문로4가),37.5615970265873,126.976968686944,20180823,,1,,,,
351,그린홈 호스텔,서울특별시 도봉구 쌍문동 88-67,서울특별시 도봉구 도봉로117길 8-6 (쌍문동),37.6496703505438,127.034710220147,20190709,,1,,,,
352,신촌라싸 관광호텔,서울특별시 서대문구 창천동 18-81 ,서울특별시 서대문구 연세로2가길 3 (창천동),37.5561093436584,126.937310914402,20160201,,1,,,,
353,디케이하우스(DK HOUSE),서울특별시 서대문구 대현동 90-37 ,"서울특별시 서대문구 이화여대1안길 15, 4~8층 (대현동)",37.5575457691385,126.944247884236,20191210,,1,,,,
354,궁전호스텔,서울특별시 서대문구 대현동 101-17 6층 ,"서울특별시 서대문구 신촌로 155, 6층 (대현동, 해암빌딩)",37.5568918752396,126.943405892772,20170608,,1,,,,
355,스위스그랜드호텔서울,서울특별시 서대문구 홍은동 201-1 스위스그랜드호텔 ,"서울특별시 서대문구 연희로 353, 스위스그랜드호텔 (홍은동)",37.5891336843082,126.935298404392,19871214,,1,,,,
356,24게스트하우스 신촌에비뉴엘점,"서울특별시 서대문구 창천동 31-92 8,9,10층","서울특별시 서대문구 명물길 19, 8,9,10층 (창천동, 경오빌딩)",,,20160912,,1,,,,
357,호텔 밀하우스,서울특별시 서대문구 창천동 29-56,서울특별시 서대문구 연세로2나길 5 (창천동),37.5563724085239,126.937943227653,20180515,,1,,,,
358,샤이닝 글로리 하우스,서울특별시 마포구 망원동 397-2 샤이닝글로리하우스 ,"서울특별시 마포구 희우정로 90, 샤이닝글로리하우스 (망원동)",37.5537766421748,126.902923769549,20191230,,3,20220127,,,
359,더 엠 호텔,서울특별시 마포구 성산동 52-12 ,서울특별시 마포구 월드컵북로 120 (성산동),37.563993025812,126.913442268303,20121018,,3,20220208,,,
360,Alveolus(앨비어러스),서울특별시 마포구 망원동 405-27 ,서울특별시 마포구 희우정로16길 31 (망원동),37.5547053417362,126.903634304823,20160527,,3,20200929,,,
361,NEO SEOUL,서울특별시 마포구 서교동 463-1 ,서울특별시 마포구 동교로 142-13 (서교동),37.554640513302,126.918136601117,20160906,,3,20220209,,,
362,케이호스텔,서울특별시 마포구 신정동 98-1 ,서울특별시 마포구 서강로 19 (신정동),37.5451928692852,126.929971813277,20160906,,3,20220127,,,
363,서울그랜드호스텔 이대,서울특별시 서대문구 대현동 101-17,"서울특별시 서대문구 신촌로 155, 8층 (대현동, 해암빌딩)",37.5568918752396,126.943405892772,20170310,,1,,,,
364,렉시호텔,서울특별시 서대문구 창천동 29-55,서울특별시 서대문구 연세로2가길 14 (창천동),37.5566038266868,126.937680922234,20210323,,1,,,,
365,호텔야자,서울특별시 마포구 서교동 377-1 ,"서울특별시 마포구 잔다리로 67 (서교동, 유양관광호텔)",37.5536027599808,126.916869547205,20010511,,3,20201127,,,
366,(주)아주호텔서교,서울특별시 마포구 서교동 354-5번지 ,서울특별시 마포구 양화로 130 (서교동),37.5544330596261,126.921251202706,20040413,,3,20171130,,,
367,까사빌 신촌 서울,서울특별시 마포구 노고산동 57-26번지 ,서울특별시 마포구 서강로 137 (노고산동),37.5546246446601,126.935571571259,20120308,,3,20180226,,,
368,호텔 더 디자이너스 홍대,서울특별시 마포구 서교동 373-9번지 ,서울특별시 마포구 양화로 86 (서교동),37.5519043347259,126.917577375484,20130205,,1,,,,
369,이지갤러리관광호텔,서울특별시 강서구 화곡동 1097-4 ,서울특별시 강서구 화곡로 327 (화곡동),37.5532815983258,126.850509606141,20071001,,1,,,,
370,홀리데이 인 익스프레스 서울 홍대,서울특별시 마포구 동교동 190-1번지 ,서울특별시 마포구 양화로 188 (동교동),37.5594113610099,126.924879359583,20180831,,1,,,,
371,신라스테이 마포,서울특별시 마포구 도화동 570번지 ,서울특별시 마포구 마포대로 83 (도화동),37.5429126892832,126.949743489425,20150826,,1,,,,
372,원앤온니에이엠씨,서울특별시 마포구 서교동 447-1번지 ,서울특별시 마포구 월드컵북로 31 (서교동),37.5571973155482,126.918588432,20160607,,1,,,,
373,(주)서울가든,서울특별시 마포구 도화동 169-1 ,"서울특별시 마포구 마포대로 58 (도화동, 가든호텔)",37.5408010651061,126.948393994542,19790802,,1,,,,
374,써클호텔,서울특별시 마포구 합정동 382-17번지 ,"서울특별시 마포구 양화로 15 (합정동, 호텔써클)",37.548856976303,126.910756867283,20050714,,1,,,,
375,더휴식 아늑 홍대점,서울특별시 마포구 서교동 351-29,서울특별시 마포구 동교로 162-7 (서교동),37.5555495177465,126.920358786678,20141210,,1,,,,
376,메리골드호텔,서울특별시 마포구 서교동 371-10,서울특별시 마포구 양화로 112 (서교동),37.553313279487,126.919749142481,20130205,,3,20220706,,,
377,로이넷 호텔 서울 마포,서울특별시 마포구 도화동 573,서울특별시 마포구 마포대로 67 (도화동),37.5418154551349,126.948289873777,20211222,,1,,,,
378,필로소퍼,서울특별시 마포구 동교동 198-30 홍대LJ빌딩,"서울특별시 마포구 동교로 217, 홍대LJ빌딩 2층~4층 (동교동)",37.5595013116967,126.923524511085,20141030,,1,,,,
379,에이치에비뉴 호텔 이대점,서울특별시 마포구 노고산동 1-74 ,서울특별시 마포구 신촌로 152 (노고산동),37.5562403224923,126.942573420884,20170630,,1,,,,
380,글래드호텔 마포,서울특별시 마포구 도화동 25-13 효성해링턴 스퀘어 ,"서울특별시 마포구 마포대로 92, 효성해링턴 스퀘어 (도화동)",37.5430172635213,126.951170977105,20171229,,1,,,,
