,사업장명,지번주소,도로명주소,위도,경도,인허가일자,인허가취소일자,영업상태코드,폐업일자,휴업시작일자,휴업종료일자,재개업일자
66,동화킴스관광호텔,서울특별시 종로구 평창동 66-50,"서울특별시 종로구 평창문화로 136 (평창동, 킴스관광호텔)",37.6094501021909,126.975117393694,19900402,,1,,,,
67,스탠포드호텔코리아(주) 스탠포드호텔서울,서울특별시 마포구 상암동 1587,"서울특별시 마포구 월드컵북로58길 15 (상암동, 스탠포드호텔코리아)",37.5823228908933,126.886661453906,20111011,,1,,,,
68,토요코인 서울영등포,서울특별시 영등포구 영등포동1가 106,서울특별시 영등포구 신길로 293 (영등포동1가),37.5177067665494,126.911956247141,20191206,,1,,,,
69,스탠포드호텔 명동,서울특별시 중구 남대문로2가 9-1,서울특별시 중구 남대문로 84 (남대문로2가),37.5646489593288,126.982697400493,20220120,,1,,,,
70,나무호텔,서울특별시 광진구 광장동 327-1,서울특별시 광진구 아차산로76가길 12 (광장동),37.5473494032126,127.107246506654,20210916,,1,,,,
71,오요 5 롯지B (OYO 5 Lodge B),서울특별시 중구 남산동2가 33,서울특별시 중구 퇴계로18길 37 (남산동2가),37.5592128445981,126.985030146107,2017-04-21,,1,,,,
72,SD Firstier,서울특별시 영등포구 당산동1가 186-74 퍼스티어 호스텔,"서울특별시 영등포구 영등포로27길 17, 퍼스티어 호스텔 (당산동1가)",37.5226125333536,126.899204269432,20221122,,1,,,,
73,더리프 사당점,서울특별시 관악구 남현동 1061-2 3~7층,"서울특별시 관악구 남현1길 66, 3~7층 (남현동)",,,20220713,,1,,,,
74,호텔룩홈,서울특별시 중구 남산동2가 27-12,서울특별시 중구 퇴계로20길 32-10 (남산동2가),37.5583382527786,126.985809097039,2018-05-03,,1,,,,
75,오요5 롯지A(OYO 5 Lodge A),서울특별시 중구 남산동2가 33-3,서울특별시 중구 퇴계로18길 41 (남산동2가),37.559100482271,126.984967241127,2017-04-24,,1,,,,
76,스타즈호텔 명동1호점,서울특별시 중구 을지로3가 95-7,서울특별시 중구 충무로9길 20 (을지로3가),37.5670314283051,126.991421263022,20150112,,3,20220422,,,
77,호텔롯데,서울특별시 중구 소공동 1,"서울특별시 중구 을지로 30 (소공동, 롯데호텔)",37.5648098108631,126.981089534575,1987-08-11,,1,,,,
78,더 그랜드호텔 명동,서울특별시 중구 충무로2가 62-2 ,서울특별시 중구 명동8가길 38 (충무로2가),37.561655339285,126.987175828686,20130219,,1,,,,
79,레이크호텔,서울특별시 송파구 석촌동 158,"서울특별시 송파구 석촌호수로 216 (석촌동, 호텔 레이크)",37.5068657862399,127.100899982615,20040101,,1,,,,
80,H호스텔,서울특별시 용산구 이태원동 99-16 소망빌딩,서울특별시 용산구 보광로 103-2 (이태원동),37.5320607988573,126.994586232986,20220714,,1,,,,
81,반얀트리 클럽 앤 스파 서울,서울특별시 중구 장충동2가 산 5-5,서울특별시 중구 장충단로 60 (장충동2가),37.5505630772678,127.003666577537,19870708,,1,,,,
82,베이튼호텔,서울특별시 중구 오장동 181-4 ,서울특별시 중구 동호로 346 (오장동),37.5652805324946,127.002733948586,20141010,,1,,,,
83,프레지던트호텔,서울특별시 중구 을지로1가 188-3 ,서울특별시 중구 을지로 16 (을지로1가),37.5656303414928,126.979433601965,19690328,,1,,,,
84,호텔 신라스테이 역삼(Hotel Shilla Stay Yeoksam),서울특별시 강남구 역삼동 675-3,서울특별시 강남구 언주로 517 (역삼동),37.5046473575801,127.04126319182,20141002,,1,,,,
85,오베르,서울특별시 영등포구 영등포동4가 104-17 오베르,"서울특별시 영등포구 영신로30길 14-1, 오베르 (영등포동4가)",37.518592795304,126.902744715714,20220818,,1,,,,
86,AC 호텔 바이 메리어트 서울 강남,서울특별시 강남구 역삼동 642,서울특별시 강남구 테헤란로25길 10 (역삼동),37.5012555156135,127.035455772627,20120322,,1,,,,
87,서울프린스호텔,서울특별시 중구 남산동2가 1-1 ,서울특별시 중구 퇴계로 130 (남산동2가),37.5606737824061,126.986276545427,19690415,,1,,,,
88,호텔 나루,서울특별시 마포구 마포동 450 나루,서울특별시 마포구 마포대로 8 (마포동),37.5371800472604,126.944256035067,2022-10-12,,1,,,,
89,디에스디엘(주) 프레이저 플레이스 센트럴 서울,서울특별시 중구 순화동 214-0 외 1필지,"서울특별시 중구 통일로 78 (순화동,외 1필지)",,,20081022,,1,,,,
90,렉스 관광 호텔,서울특별시 강남구 논현동 18-2,"서울특별시 강남구 강남대로 588 (논현동, 렉스관광호텔)",37.5143711050416,127.020539655136,20040513,,1,,,,
91,호텔롯데 롯데호텔월드,서울특별시 송파구 잠실동 40-1,서울특별시 송파구 올림픽로 240 (잠실동),37.5112866236555,127.097939034042,1986-10-01,,1,,,,
92,비욘드스위트(BEYOND SUITE),서울특별시 서대문구 대현동 101-9,서울특별시 서대문구 이화여대1길 42-3 (대현동),37.5573204719476,126.943389837138,20220725,,1,,,,
93,BENIKEA Hotel FLOWER,서울특별시 동대문구 청량리동 30-6,서울특별시 동대문구 왕산로 269 (청량리동),37.5848622547723,127.050490302376,20111104,,1,,,,
94,전풍관광호텔,서울특별시 성동구 도선동 58-0번지 ,,,,20050429,,3,20090415,,,
95,제이베이 관광호텔,서울특별시 강북구 수유동 174-32 외1필지(174-19),서울특별시 강북구 한천로140길 14 (수유동),,,2022-09-26,,1,,,,
96,에이치 에비뉴 건대점,서울특별시 광진구 화양동 24-15,서울특별시 광진구 동일로 156 (화양동),37.5460563048263,127.066587372347,2018-01-11,,1,,,,
97,신촌 EVER8 레지던스 호텔,서울특별시 서대문구 대현동 104-5 신촌푸르지오시티,"서울특별시 서대문구 신촌역로 7, 신촌푸르지오시티 14,15,22층 (대현동)",37.5574230599065,126.942569797001,20141223,,1,,,,
98,호텔컬리넌건대2,서울특별시 광진구 군자동 350-1,서울특별시 광진구 동일로 214 (군자동),37.5507845696226,127.069242498827,20170526,,1,,,,
99,호텔 컬리넌 건대,서울특별시 광진구 군자동 350-6,서울특별시 광진구 동일로 212 (군자동),37.5505563672097,127.069053753258,20140108,,1,,,,
100,골든씨티호텔,서울특별시 동대문구 장안동 414-4번지 ,서울특별시 동대문구 천호대로 377 (장안동),37.5623687301915,127.06100596707,20141128,,3,20160908,,,
101,시티팔레스호텔,서울특별시 동대문구 답십리동 497-23번지 ,서울특별시 동대문구 천호대로 257  (답십리동),37.5689685801361,127.050596840747,19990101,,3,20120901,,,
102,호스텔 메트로,서울특별시 동대문구 신설동 76-32,"서울특별시 동대문구 왕산로 11-1, 4~5층 (신설동)",37.5764376713265,127.02487342855,20150318,,1,,,,
103,더홀릭 관광호텔,서울특별시 중랑구 상봉동 90-3번지 ,서울특별시 중랑구 망우로50길 22 (상봉동),37.5960373078702,127.088870062612,20111220,,3,20180718,,,
104,메이관광호텔,서울특별시 중랑구 상봉동 89-3 ,서울특별시 중랑구 망우로52길 28 (상봉동),37.5961454967695,127.089966984842,20040813,,1,,,,
105,HOTEL THE DESIGNERS CHEONGNYANGNI,서울특별시 동대문구 전농동 597-41,서울특별시 동대문구 왕산로 226 (전농동),37.5817124834366,127.047645734008,2015-11-19,,1,,,,
106,르메르디앙 서울 명동,서울특별시 중구 충무로1가 21-17,서울특별시 중구 명동8나길 38 (충무로1가),37.5617188311906,126.982713923738,20221125,,1,,,,
107,24게스트하우스 서울시청점,서울특별시 중구 태평로2가 366-1 3층 ,"서울특별시 중구 덕수궁길 7, 3층 (태평로2가, 오천회관빌딩)",37.5647067782047,126.976323014384,20150917,,1,,,,
108,에이큐브 호텔,서울특별시 중구 을지로5가 274-1 ,"서울특별시 중구 동호로35길 5 (을지로5가, 석광빌딩)",37.5662256914531,127.002036961181,20151006,,1,,,,
109,세종호텔,서울특별시 중구 충무로2가 61-3,"서울특별시 중구 퇴계로 145 (충무로2가, 세종호텔)",37.5614676538883,126.987957498953,19731224,,1,,,,
110,호스텔코리아 10호점,서울특별시 종로구 숭인동 200-33 2층 ,"서울특별시 종로구 종로 382, 2층 (숭인동)",37.5739654758614,127.019891179799,20140203,,3,20201210,,,
111,브라운 관광호텔,서울특별시 성북구 보문동4가 77-2번지 ,서울특별시 성북구 보문로 78 (보문동4가),37.5823336666791,127.021284014112,19910413,,3,20180327,,,
112,24게스트하우스 인사동,서울특별시 종로구 관철동 7-5 ,서울특별시 종로구 삼일대로17길 8 (관철동),37.5692788509491,126.987207234892,20140214,,3,20200908,,,
113,고궁호텔,서울특별시 종로구 원남동 177-1 ,서울특별시 종로구 율곡로 164 (원남동),37.5757515266803,126.99674368463,20141105,,3,20211229,,,
114,타오 호텔,서울특별시 은평구 갈현동 395-17,서울특별시 은평구 통일로 863-24 (갈현동),37.6204785077133,126.919504715929,2017-03-08,,1,,,,
115,노블레스관광호텔,서울특별시 노원구 상계동 711-9 ,서울특별시 노원구 노해로77길 22 (상계동),37.6551735164761,127.059238704849,20010224,,1,,,,
116,베니키아 프리미어 호텔 동대문,서울특별시 종로구 숭인동 207-32번지 ,"서울특별시 종로구 난계로29길 55 (숭인동, 베니키아호텔동대문)",37.5736380961049,127.020176019337,20151229,,3,20200330,,,
117,서서울관광호텔,서울특별시 마포구 합정동 381-17번지 ,,,,19990726,,3,20040422,,,
118,미오하우스,서울특별시 종로구 종로5가 314-7 7층 ,"서울특별시 종로구 청계천로 229, 7층 (종로5가)",37.5701139166518,127.003046658152,20140122,,3,20210228,,,
119,서울,서울특별시 종로구 청진동 92번지 ,,37.5709617749066,126.981437983842,19740401,,3,20080104,,,
120,(주)올림피아스위트,서울특별시 종로구 평창동 108-2번지 ,,37.6106362936017,126.977558931232,20030711,,3,20051230,,,
121,비원관광호텔,서울특별시 종로구 원남동 36번지 ,서울특별시 종로구 율곡로 176  (원남동),37.5756255995956,126.998250886701,20031210,,3,20120830,,,
122,영빈호텔,서울특별시 중구 쌍림동 240번지 ,"서울특별시 중구 퇴계로56길 18 (쌍림동, 영빈대중사우나)",37.5630562346748,127.005540059731,20160503,,1,,,,
123,Stay in GAM,서울특별시 종로구 와룡동 21번지 ,서울특별시 종로구 율곡로10길 12 (와룡동),37.5768882698308,126.990822292503,20121127,,3,20161101,,,
124,24 게스트하우스 종로3가,서울특별시 종로구 봉익동 10-1번지 디아망빌딩 ,"서울특별시 종로구 율곡로10길 105, 5층 (봉익동, 디아망 쥬얼리)",37.5729362478706,126.992229851245,20151022,,3,20181031,,,
125,웰튼메디컬호스텔,서울특별시 강서구 마곡동 759-2,"서울특별시 강서구 마곡중앙5로 22, 지하1층, 지상10층 (마곡동)",37.5672824388665,126.825304184792,20230106,,1,,,,
126,호텔 스카이파크 센트럴 명동점,서울특별시 중구 명동1가 10-1,"서울특별시 중구 명동9길 16 (명동1가, 명동 센트럴빌딩 호텔스카이파크)",37.5646445277897,126.985227929309,20150923,,1,,,,
127,종로크라운,서울특별시 종로구 낙원동 25,"서울특별시 종로구 삼일대로30길 9 (낙원동, 종로 크라운 호텔)",37.5740660305239,126.988187986491,1980-04-01,,1,,,,
128,글루호텔,서울특별시 종로구 이화동 105-2 glue hotel,"서울특별시 종로구 율곡로 228, glue hotel (이화동)",37.5757988073781,127.003960220845,20191018,,1,,,,
129,라마다 서울 종로,서울특별시 종로구 인의동 48-26번지 ,서울특별시 종로구 창경궁로 106 (인의동),37.571884757157,126.998124192176,20140109,,3,20160215,,,
130,JONGRO ALICE,서울특별시 종로구 익선동 24 ,서울특별시 종로구 삼일대로32길 46 (익선동),37.5754686434531,126.989506927097,20180618,,3,20201008,,,
131,호텔 썬비,서울특별시 종로구 관훈동 198-11 호텔 썬비 ,"서울특별시 종로구 인사동7길 26, 호텔 썬비 (관훈동)",37.5730540948946,126.984791580428,20180705,,1,,,,
132,목시 서울 인사동 호텔,서울특별시 종로구 낙원동 134-2 ,서울특별시 종로구 돈화문로11길 37 (낙원동),37.5722690152697,126.989335427033,20191029,,1,,,,
133,STOWER HOSTEL,서울특별시 영등포구 신길동 261-21,서울특별시 영등포구 신길로33길 20 (신길동),37.5055218546766,126.908630098756,2019-04-23,,1,,,,
134,센추럴,서울특별시 종로구 장사동 227-1,"서울특별시 종로구 청계천로 137 (장사동, 센트럴관광호텔)",37.5688000908174,126.992896538215,19690501,,1,,,,
135,서울앤호텔 동대문,서울특별시 종로구 숭인동 202-13 ,서울특별시 종로구 종로66가길 21 (숭인동),37.5733287607433,127.020831932267,20170608,,1,,,,
136,호텔 DM,서울특별시 종로구 숭인동 217-19 ,"서울특별시 종로구 난계로29길 73, 호텔디엠 (숭인동)",37.5733483778314,127.019389650915,20201023,,1,,,,
137,호텔 토마스 명동,서울특별시 중구 북창동 12-1 호텔 토마스 명동,"서울특별시 중구 세종대로16길 26, 호텔 토마스 명동 (북창동)",37.5631480855964,126.978362761909,20180214,,1,,,,
138,오라카이 대학로 호텔,서울특별시 종로구 원남동 49-17 오라카이 대학로 호텔 ,"서울특별시 종로구 율곡로 180, 오라카이 대학로 호텔 (원남동)",37.5757258867959,126.99876584954,20201116,,1,,,,
139,코트야드 바이 메리어트 서울 타임스퀘어,서울특별시 영등포구 영등포동4가 442번지 ,"서울특별시 영등포구 영중로 15 (영등포동4가, 타임스퀘어)",37.5170754549268,126.903340879819,20090921,,1,,,,
140,호텔 맨하탄,서울특별시 영등포구 여의도동 13-3번지 ,서울특별시 영등포구 국회대로76길 16  (여의도동),37.5302591702075,126.921816732275,19970923,,4,,,,
141,플렉스,서울특별시 동작구 사당동 144-17 ,서울특별시 동작구 사당로 297-3 (사당동),37.4851959391221,126.980245107064,20200902,,1,,,,
142,익선스테이,서울특별시 종로구 익선동 89 ,"서울특별시 종로구 삼일대로32가길 38, 익선스테이 2~7층 (익선동)",37.5745494674881,126.989720329128,20210415,,1,,,,
143,동대문관광호텔,서울특별시 종로구 창신동 444-14 ,"서울특별시 종로구 종로 286 (창신동, 이스턴호텔)",37.5709100708073,127.010366445346,19680501,,1,,,,
144,나인트리 프리미어 호텔 인사동,서울특별시 종로구 관훈동 155-2,서울특별시 종로구 인사동길 49 (관훈동),37.5745525870897,126.983795661777,2019-10-02,,1,,,,
145,WD호텔,서울특별시 관악구 신림동 1432-79,서울특별시 관악구 신림로 349 (신림동),37.4855297789288,126.929243528484,20170413,,1,,,,
146,VATICA HOTEL(바티카 호텔),서울특별시 종로구 창신동 436-73 ,"서울특별시 종로구 청계천로 341 (창신동, 삼호호텔)",37.5701282506664,127.015535752193,19700501,,1,,,,
147,호스텔 데이,"서울특별시 종로구 명륜4가 188-12번지 2,3층 ","서울특별시 종로구 창경궁로 224, 2,3층 (명륜4가, 서울시티빌딩)",37.582044816624,126.99792377563,20160614,,1,,,,
148,뉴국제호텔,서울특별시 중구 태평로1가 29-2 ,서울특별시 중구 세종대로22길 12 (태평로1가),37.5679432954487,126.977976068462,19770228,,1,,,,
149,메이플레이스 호텔 서울 동대문,서울특별시 종로구 원남동 25,서울특별시 종로구 율곡로 179 (원남동),37.5761153864099,126.998736183498,2014-07-21,,1,,,,
150,신라스테이 광화문,서울특별시 종로구 수송동 51-8 ,"서울특별시 종로구 삼봉로 71 (수송동, G타워)",,,20151221,,1,,,,
151,호텔리베라 아노블리,서울특별시 강남구 청담동 91-2 4층,"서울특별시 강남구 도산대로 419, 4층층 (청담동)",37.5238686157429,127.041627972042,2019-06-24,,1,,,,
152,로카하우스,서울특별시 중구 필동1가 10-6 ,서울특별시 중구 퇴계로31길 9 (필동1가),37.5616369454999,126.992173188492,20160628,,1,,,,
153,삼정관광호텔,서울특별시 강남구 역삼동 604-11,"서울특별시 강남구 봉은사로 150 (역삼동, 삼정관광호텔)",37.5058346947008,127.031316274114,1982-02-10,,1,,,,
154,동대문 서울달빛,"서울특별시 종로구 창신동 329-18 2,3층 ","서울특별시 종로구 종로54길 9-10, 2,3층 (창신동)",37.5719125286733,127.014537034904,20160127,,1,,,,
155,호텔 28,서울특별시 중구 명동1가 59-1 ,"서울특별시 중구 명동7길 13 (명동1가, 명동증권빌딩)",37.5643544231208,126.98397014134,20160714,,1,,,,
156,도미인 서울 강남,서울특별시 강남구 역삼동 603-1,서울특별시 강남구 봉은사로 134 (역삼동),37.5056128018802,127.029469063529,2016-12-29,,1,,,,
157,호스텔 하루,서울특별시 종로구 관철동 43-8 ,"서울특별시 종로구 청계천로 61, 10~12층 (관철동)",37.5689341443505,126.984335568133,20160315,,1,,,,
158,24guesthouse동대문마켓점,서울특별시 종로구 창신동 444-9,서울특별시 종로구 종로46길 22 (창신동),37.5706507772726,127.010218348571,20140508,,1,,,,
159,(주)조선호텔앤리조트 조선팰리스강남,서울특별시 강남구 역삼동 676 센터필드,"서울특별시 강남구 테헤란로 231, 센터필드 (역삼동)",37.5032117055936,127.041491531079,2021-05-11,,1,,,,
160,호텔 아트리움,서울특별시 종로구 인의동 48-26 호텔아트리움,"서울특별시 종로구 창경궁로 106, 호텔아트리움 (인의동)",37.571884757157,126.998124192176,20160601,,1,,,,
161,메이커스호텔,서울특별시 종로구 낙원동 132-2,서울특별시 종로구 돈화문로11길 33 (낙원동),37.5723732789887,126.989543245467,20160202,,1,,,,
162,아이비씨호텔,서울특별시 종로구 숭인동 1396,서울특별시 종로구 난계로 241 (숭인동),37.5732567576208,127.022853443199,2016-03-09,,1,,,,
163,화이트린넨하우스 호스텔,서울특별시 강남구 논현동 6-9,"서울특별시 강남구 논현로149길 40, 화이트린넨하우스 (논현동)",37.5177439002208,127.025296105746,2021-04-20,,1,,,,
164,노보텔 앰배서더 강남,서울특별시 강남구 역삼동 603,"서울특별시 강남구 봉은사로 130 (역삼동, 노보텔 앰배서더 강남 서울)",37.505303365126,127.028867036382,1993-08-25,,1,,,,
165,호스텔 클로이,서울특별시 종로구 관철동 35-1 동산빌딩,"서울특별시 종로구 종로16길 32-4, 동산빌딩 3,4,5층 (관철동)",37.5687250629511,126.98861421093,20140602,,1,,,,
166,ICON,서울특별시 종로구 익선동 33-24,서울특별시 종로구 삼일대로32가길 20 (익선동),37.5748498765339,126.988917001369,20130125,,1,,,,
167,시그니엘 서울(SIGNIEL SEOUL),서울특별시 송파구 신천동 29,서울특별시 송파구 올림픽로 300 (신천동),37.513101157342,127.103433202893,2017-03-28,,1,,,,
168,잠실스테이,서울특별시 송파구 잠실동 250-9,"서울특별시 송파구 삼전로 67 (잠실동, 잠실관광호텔)",37.5049335065955,127.088036893424,1995-10-01,,1,,,,
169,포레스타,서울특별시 송파구 잠실동 180-3번지 ,서울특별시 송파구 백제고분로7길 23-5 (잠실동),37.5109714940182,127.081385199935,20180813,,1,,,,
170,오라카이 인사동 스위츠,서울특별시 종로구 낙원동 272 ,서울특별시 종로구 인사동4길 18 (낙원동),37.5730079037521,126.987334399767,20070904,,1,,,,
171,로사나부띠끄 관광호텔,서울특별시 송파구 석촌동 1-7번지 ,서울특별시 송파구 삼학사로 98 (석촌동),37.5059979662219,127.097541595063,20130827,,1,,,,
172,아르고(Argo)호텔,서울특별시 강동구 길동 415-18번지 ,서울특별시 강동구 진황도로 93 (길동),37.5362201168027,127.136851385946,20030408,,3,20140429,,,
173,유니언호텔,서울특별시 영등포구 양평동5가 62,서울특별시 영등포구 양평로 136 (양평동5가),37.5386653763929,126.893032848065,2018-01-05,,1,,,,
174,코리아관광호텔,서울특별시 강동구 성내동 199-7번지 ,서울특별시 강동구 성안로 121  (성내동),37.534218596032,127.133500898964,20081226,,3,20150413,,,
175,포시즌스 호텔 서울,서울특별시 종로구 당주동 29 ,서울특별시 종로구 새문안로 97 (당주동),,,20150930,,1,,,,
176,Hostel Tommy 호스텔 토미,서울특별시 종로구 와룡동 68 ,서울특별시 종로구 돈화문로 66 (와룡동),37.574425340243,126.991204764965,20130408,,1,,,,
177,노블관광호텔,서울특별시 종로구 운니동 19 ,서울특별시 종로구 율곡로6길 13-3 (운니동),37.5766850894788,126.989658451764,20130503,,1,,,,
178,호스텔코리아,서울특별시 종로구 와룡동 140 ,서울특별시 종로구 돈화문로 85 (와룡동),37.5761345473028,126.990312964039,20130523,,1,,,,
179,호텔나인(NINE),서울특별시 동대문구 장안동 366-2,서울특별시 동대문구 장한로24길 8 (장안동),37.5706417469638,127.071324899653,20150325,,1,,,,
180,드웰동대문(dwell Dongdaemun),서울특별시 동대문구 휘경동 319-12,서울특별시 동대문구 회기로 188-5 (휘경동),37.5894048119942,127.0567859491,2013-04-18,,3,2023-04-10,,,
181,(주)유니크 서울,서울특별시 동대문구 이문동 254-4,서울특별시 동대문구 이문로 192 (이문동),37.6037390939298,127.062222707853,20151217,,1,,,,
182,맹그로브 신설,서울특별시 동대문구 신설동 98-24,서울특별시 동대문구 왕산로 22 (신설동),37.5761833319803,127.0260733141,20160310,,1,,,,
183,파크하얏트서울,서울특별시 강남구 대치동 995-14,"서울특별시 강남구 테헤란로 606 (대치동, 호텔아이파크(주))",37.5085667906274,127.064146896091,2005-04-04,,1,,,,
184,골든씨티호텔,서울특별시 동대문구 장안동 414-4,서울특별시 동대문구 천호대로 377 (장안동),37.5623687301915,127.06100596707,2016-10-12,,1,,,,
185,캠프 관광호텔,서울특별시 양천구 신월동 87-13,서울특별시 양천구 가로공원로 167 (신월동),37.5370877495326,126.834545542336,20131017,,1,,,,
186,호텔 부티크나인,서울특별시 동대문구 신설동 92-35,서울특별시 동대문구 왕산로 28 (신설동),37.5764461078871,127.026674298546,2014-06-26,,1,,,,
187,더 리센츠,서울특별시 동대문구 장안동 415-15,서울특별시 동대문구 천호대로 383 (장안동),37.5622758625385,127.061651491002,20170501,,1,,,,
188,에이치에비뉴 성신여대점 호텔,서울특별시 성북구 동선동1가 120-1,"서울특별시 성북구 동소문로 130 (동선동1가, 에이치에비뉴 성신여대점 호텔)",37.5942243469345,127.0191166285,20171106,,1,,,,
189,크라운파크 호텔,서울특별시 중구 소공동 70 ,"서울특별시 중구 남대문로7길 19 (소공동, 삼영빌딩)",37.563765595775,126.980776839401,20151014,,1,,,,
190,케이디호스텔 7,서울특별시 종로구 숭인동 217-26 케이디오피스텔 ,"서울특별시 종로구 종로62길 17, 7층 (숭인동)",37.5731999717569,127.01946387178,20210114,,1,,,,
191,(주) 동승 JW메리어트 동대문 스퀘어 서울,서울특별시 종로구 종로6가 289-3,서울특별시 종로구 청계천로 279 (종로6가),37.5703952706854,127.008912711316,20131230,,1,,,,
192,KD-ONE8,서울특별시 종로구 숭인동 217-26 ,"서울특별시 종로구 종로62길 17, 8층 (숭인동)",37.5731999717569,127.01946387178,20210114,,1,,,,
193,KD-ONE9,서울특별시 종로구 숭인동 217-26 ,"서울특별시 종로구 종로62길 17, 9층 (숭인동)",37.5731999717569,127.01946387178,20210114,,1,,,,
194,이스트게이트 타워호텔,서울특별시 중구 을지로6가 17-2번지 케레스타 빌딩 18층~20층 ,"서울특별시 중구 장충단로13길 20  (을지로6가,케레스타 빌딩 18층~20층)",,,20090522,,3,20140305,,,
195,호텔아카시아,서울특별시 중구 을지로5가 99번지 ,서울특별시 중구 동호로 360 (을지로5가),37.566482912003,127.002721768003,20090922,,3,20200217,,,
196,케이 스테이 2,서울특별시 중구 남산동2가 43-7 ,서울특별시 중구 소공로6길 38 (남산동2가),37.5583678092619,126.985108181474,20190329,,3,20210317,,,
197,에이퍼스트호텔명동,서울특별시 중구 다동 130 ,서울특별시 중구 다동길 30 (다동),37.5676641682656,126.981102848789,20161110,,3,20200520,,,
198,아트뷰호텔,서울특별시 중구 충무로3가 26-2 ,"서울특별시 중구 수표로6길 33, 2-5층 (충무로3가)",37.5629433052581,126.992245829589,20160609,,3,20200601,,,
199,아스토리아호텔,서울특별시 중구 남학동 13-2번지 ,서울특별시 중구 퇴계로 176 (남학동),37.560798775042,126.991270767268,19600610,,3,20150731,,,
200,플로라호텔 남산씨티,서울특별시 중구 회현동1가 194-30번지 ,서울특별시 중구 퇴계로6길 3-6 (회현동1가),37.5578209931162,126.97864532072,20150129,,3,20190724,,,
201,라마다호텔 동대문,서울특별시 중구 을지로5가 275-3번지 ,서울특별시 중구 동호로 354 (을지로5가),37.5659766448187,127.002612635111,20120119,,3,20160212,,,
202,신신호텔1,서울특별시 중구 북창동 93-37번지 ,서울특별시 중구 남대문로5길 21 (북창동),37.5623132316975,126.978913076339,20130617,,3,20140912,,,
203,뉴천지,서울특별시 중구 을지로5가 133-1번지 ,서울특별시 중구 을지로38길 20  (을지로5가),37.5658842742246,127.003345757988,19830221,,3,20110622,,,
204,뉴오리엔탈관광호텔,서울특별시 중구 회현동3가 10번지 ,서울특별시 중구 퇴계로14길 1 (회현동3가),37.5603381955073,126.983711817884,19870710,,3,20181127,,,
205,호텔 파레스,서울특별시 중구 회현동1가 92-6번지 ,서울특별시 중구 퇴계로8길 13 (회현동1가),37.5586062712298,126.980011835767,20060915,,3,20180701,,,
206,루미아 호텔,서울특별시 중구 회현동1가 99-18번지 ,서울특별시 중구 퇴계로8길 31-9 (회현동1가),37.5580216630274,126.979769792612,20150515,,1,,,,
207,앰배서더 서울 풀만 호텔,서울특별시 중구 장충동2가 186-54,서울특별시 중구 동호로 287 (장충동2가),37.5601804489866,127.002395352475,19751202,,2,,20230101,20231102,
208,호텔 크레토,서울특별시 중구 충무로2가 12-7 ,서울특별시 중구 명동8가길 53 (충무로2가),37.5619948401953,126.988087122117,20150626,,1,,,,
209,24게스트하우스 명동타운점,서울특별시 중구 남창동 9-15번지 10층 ,"서울특별시 중구 퇴계로 61, 10층 (남창동)",37.5593602118857,126.978897497583,20150730,,1,,,,
210,호텔 더 디자이너스 동대문,서울특별시 중구 쌍림동 270-2 ,서울특별시 중구 퇴계로 306 (쌍림동),37.563662689958,127.005654309098,20150827,,1,,,,
211,솔라리아 니시테츠 호텔 서울 명동,서울특별시 중구 명동2가 31-1 ,"서울특별시 중구 명동8길 27 (명동2가, 엠 플라자)",37.562500598605,126.985162026787,20150911,,1,,,,
212,소테츠호텔즈 더 스프라지르 서울 명동,서울특별시 중구 북창동 93-99 ,서울특별시 중구 남대문로5길 15 (북창동),,,20151102,,1,,,,
213,2U호스텔,서울특별시 중구 주교동 125-2 ,"서울특별시 중구 청계천로 184 (주교동, 남강빌딩)",37.5686172984173,126.998188681097,20151221,,1,,,,
214,자자백팩커스,서울특별시 중구 남산동2가 18-6번지 ,서울특별시 중구 퇴계로20길 35 (남산동2가),37.558805131155,126.986419153446,20190211,,1,,,,
215,케이스타호텔,서울특별시 중구 을지로6가 18-130번지 ,"서울특별시 중구 을지로 255, 기승빌딩 10층 (을지로6가)",37.5664962737966,127.006600679089,20190917,,1,,,,
216,호텔 스카이파크3,서울특별시 중구 충무로2가 62-9,서울특별시 중구 퇴계로 139 (충무로2가),37.5613110898907,126.987374862047,20110928,,1,,,,
217,나인트리 호텔 동대문,서울특별시 중구 을지로5가 92-2 ,서울특별시 중구 을지로 224 (을지로5가),37.5666140024765,127.002907857545,20200113,,1,,,,
218,호텔 유파이브(HOTEL U5),서울특별시 중구 을지로5가 19-29 ,서울특별시 중구 동호로 369 (을지로5가),37.5674772674659,127.00187977219,20211001,,1,,,,
219,탕파스 호스텔,서울특별시 중구 충무로2가 51-17 ,서울특별시 중구 퇴계로 159-8 (충무로2가),37.5617394864492,126.989898881062,20150223,,1,,,,
220,호텔 미드시티 명동,서울특별시 중구 다동 130 ,서울특별시 중구 다동길 30 (다동),37.5676641682656,126.981102848789,20200828,,1,,,,
221,헨나호텔서울명동,서울특별시 중구 충무로2가 12-5 ,서울특별시 중구 명동8가길 59 (충무로2가),37.5620244160232,126.988318690452,20210706,,1,,,,
222,올리브 호스텔,서울특별시 중구 남산동2가 43-7 ,서울특별시 중구 소공로6길 38 (남산동2가),37.5583678092619,126.985108181474,20210616,,1,,,,
223,서울 라이트 인 명동,서울특별시 중구 명동1가 7-1,"서울특별시 중구 명동길 55, 11층 (명동1가)",37.5642071094301,126.985350936337,2019-07-20,,1,,,,
